IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20080205_PRI_ALL_ALL_REG,USA_CA_20080205_PRI_ALL_ALL_VOTED,USA_CA_20080205_PRI_PROP98_YES,USA_CA_20080205_PRI_PROP98_NO,USA_CA_20080205_PRI_PROP99_YES,USA_CA_20080205_PRI_PROP99_NO
0,_San Diego,_06073408360,_408360,759,258,92,159,102,149
0,_San Diego,_06073408400,_408400,1002,267,91,166,150,104
0,_San Diego,_06073408440,_408440,1046,232,101,127,131,95
0,_San Diego,_06073408450,_408450,733,151,79,68,96,48
0,_San Diego,_06073408490,_408490,880,271,120,143,152,106
0,_San Diego,_06073408500,_408500,777,203,51,143,119,71
0,_San Diego,_06073408510,_408510,614,165,61,98,93,64
0,_San Diego,_06073408520,_408520,983,273,110,157,172,95
0,_San Diego,_06073408550,_408550,1231,451,116,324,261,169
0,_San Diego,_06073408560,_408560,1046,317,124,181,167,132
0,_San Diego,_06073408570,_408570,1119,318,138,169,160,143
0,_San Diego,_06073408600,_408600,821,235,80,149,127,100
0,_San Diego,_06073408620,_408620,1224,409,160,239,227,167
0,_San Diego,_06073408650,_408650,700,488,142,324,268,198
0,_San Diego,_06073408700,_408700,987,301,100,194,180,114
0,_San Diego,_06073408720,_408720,959,413,158,244,230,172
0,_San Diego,_06073408750,_408750,854,261,112,146,144,113
0,_San Diego,_06073408780,_408780,1242,486,205,270,256,210
0,_San Diego,_06073408850,_408850,968,354,139,204,181,161
0,_San Diego,_06073408900,_408900,567,208,76,128,99,104
0,_San Diego,_06073408910,_408910,665,203,73,129,113,83
0,_San Diego,_06073408920,_408920,1099,427,149,270,208,206
0,_San Diego,_06073408980,_408980,960,318,129,182,187,119
0,_San Diego,_06073409010,_409010,1028,271,111,150,127,134
0,_San Diego,_06073409060,_409060,763,205,81,120,117,80
0,_San Diego,_06073409080,_409080,1207,464,184,269,248,206
0,_San Diego,_06073409100,_409100,794,297,117,170,133,154
0,_San Diego,_06073409120,_409120,1048,207,102,102,135,70
0,_San Diego,_06073409140,_409140,1229,444,186,249,243,194
0,_San Diego,_06073409170,_409170,428,119,49,70,69,48
0,_San Diego,_06073409180,_409180,358,94,37,54,61,30
0,_San Diego,_06073409190,_409190,980,301,105,185,177,116
0,_San Diego,_06073409200,_409200,1031,418,157,252,220,183
0,_San Diego,_06073409210,_409210,914,270,106,159,145,115
0,_San Diego,_06073409240,_409240,806,305,113,184,154,139
0,_San Diego,_06073409300,_409300,736,175,56,115,104,68
0,_San Diego,_06073409310,_409310,999,379,152,215,203,161
0,_San Diego,_06073409340,_409340,381,125,47,75,64,60
0,_San Diego,_06073409400,_409400,957,318,119,190,168,137
0,_San Diego,_06073409410,_409410,933,353,122,221,186,159
0,_San Diego,_06073409440,_409440,1062,268,112,144,146,111
0,_San Diego,_06073409490,_409490,800,280,114,157,153,112
0,_San Diego,_06073409500,_409500,977,272,91,171,155,105
0,_San Diego,_06073409520,_409520,1187,276,126,139,117,146
0,_San Diego,_06073409590,_409590,1179,343,145,186,182,153
0,_San Diego,_06073409620,_409620,301,79,39,36,41,36
0,_San Diego,_06073409640,_409640,916,347,135,207,181,162
0,_San Diego,_06073409660,_409660,1042,313,134,169,172,131
0,_San Diego,_06073409670,_409670,610,180,89,87,98,80
0,_San Diego,_06073409680,_409680,911,340,141,188,158,164
0,_San Diego,_06073409690,_409690,859,175,73,94,99,69
0,_San Diego,_06073409760,_409760,890,230,84,137,119,103
0,_San Diego,_06073409780,_409780,894,240,92,145,131,101
0,_San Diego,_06073409800,_409800,999,271,108,157,134,132
0,_San Diego,_06073409810,_409810,796,222,87,122,105,107
0,_San Diego,_06073409830,_409830,1170,401,160,231,210,182
0,_San Diego,_06073409860,_409860,771,199,78,111,89,101
0,_San Diego,_06073409880,_409880,956,237,77,149,126,99
0,_San Diego,_06073409900,_409900,645,434,124,301,270,152
0,_San Diego,_06073412000,_412000,1093,338,151,168,176,147
0,_San Diego,_06073412010,_412010,1007,287,96,180,170,109
0,_San Diego,_06073412050,_412050,523,206,87,112,119,83
0,_San Diego,_06073412070,_412070,877,281,89,177,150,122
0,_San Diego,_06073412190,_412190,914,250,92,152,147,96
0,_San Diego,_06073412280,_412280,588,168,76,87,100,67
0,_San Diego,_06073412300,_412300,513,207,77,120,113,87
0,_San Diego,_06073412310,_412310,739,230,90,134,119,109
0,_San Diego,_06073412400,_412400,868,214,97,110,134,74
0,_San Diego,_06073412440,_412440,773,189,83,96,102,78
0,_San Diego,_06073412490,_412490,680,280,118,155,174,98
0,_San Diego,_06073412520,_412520,571,209,90,110,121,77
0,_San Diego,_06073412700,_412700,748,218,96,118,98,115
0,_San Diego,_06073412720,_412720,488,159,67,85,76,75
0,_San Diego,_06073412750,_412750,762,268,112,146,145,116
0,_San Diego,_06073412760,_412760,707,182,65,113,87,92
0,_San Diego,_06073412770,_412770,914,301,99,192,201,96
0,_San Diego,_06073412780,_412780,845,281,116,153,142,128
0,_San Diego,_06073412800,_412800,552,292,101,181,185,98
0,_San Diego,_06073412810,_412810,735,252,120,129,130,118
0,_San Diego,_06073412900,_412900,317,100,49,47,39,58
0,_San Diego,_06073412910,_412910,690,249,115,127,128,115
0,_San Diego,_06073412920,_412920,1083,326,146,166,158,152
0,_San Diego,_06073413400,_413400,1000,346,145,189,190,138
0,_San Diego,_06073413410,_413410,376,127,55,71,78,49
0,_San Diego,_06073413470,_413470,542,179,74,95,91,78
0,_San Diego,_06073413480,_413480,765,230,88,129,103,115
0,_San Diego,_06073413490,_413490,814,249,88,156,144,100
0,_San Diego,_06073413500,_413500,840,237,106,122,119,100
0,_San Diego,_06073413530,_413530,453,205,78,121,118,85
0,_San Diego,_06073413550,_413550,709,232,114,107,99,122
0,_San Diego,_06073413590,_413590,881,240,112,114,131,98
0,_San Diego,_06073413600,_413600,885,242,104,133,136,93
0,_San Diego,_06073413660,_413660,611,192,58,127,96,91
0,_San Diego,_06073413710,_413710,653,166,52,107,92,69
0,_San Diego,_06073413740,_413740,648,215,66,135,114,87
0,_San Diego,_06073413780,_413780,1211,458,170,274,240,201
0,_San Diego,_06073413810,_413810,563,213,90,118,97,111
0,_San Diego,_06073413830,_413830,424,169,68,95,105,56
0,_San Diego,_06073413900,_413900,1125,290,111,168,192,86
0,_San Diego,_06073413910,_413910,1139,320,125,178,173,128
0,_San Diego,_06073414000,_414000,973,343,132,196,202,122
0,_San Diego,_06073414030,_414030,976,322,150,153,163,142
0,_San Diego,_06073414050,_414050,786,202,83,113,106,92
0,_San Diego,_06073414060,_414060,724,209,81,124,118,81
0,_San Diego,_06073414080,_414080,1070,310,128,174,199,104
0,_San Diego,_06073416000,_416000,784,249,95,149,149,95
0,_San Diego,_06073416020,_416020,806,300,131,163,135,155
0,_San Diego,_06073416100,_416100,626,179,67,107,103,70
0,_San Diego,_06073416120,_416120,838,197,74,119,115,79
0,_San Diego,_06073416210,_416210,807,271,110,152,151,115
0,_San Diego,_06073416230,_416230,820,264,104,156,137,118
0,_San Diego,_06073416600,_416600,796,239,99,135,142,85
0,_San Diego,_06073416800,_416800,766,297,81,209,169,117
0,_San Diego,_06073416900,_416900,769,349,127,212,165,171
0,_San Diego,_06073416910,_416910,782,378,135,235,198,167
0,_San Diego,_06073417640,_417640,736,238,96,136,123,108
0,_San Diego,_06073418200,_418200,639,196,74,113,105,79
0,_San Diego,_06073418300,_418300,747,284,90,186,141,129
0,_San Diego,_06073418400,_418400,814,329,117,195,172,143
0,_San Diego,_06073418500,_418500,704,225,89,130,116,105
0,_San Diego,_06073419500,_419500,872,267,118,141,141,119
0,_San Diego,_06073419590,_419590,1034,365,133,221,178,178
0,_San Diego,_06073419690,_419690,283,108,41,65,61,46
0,_San Diego,_06073419700,_419700,623,244,121,121,111,129
0,_San Diego,_06073419710,_419710,675,260,137,118,130,116
0,_San Diego,_06073419800,_419800,706,247,127,112,131,108
0,_San Diego,_06073419810,_419810,742,286,124,156,148,127
0,_San Diego,_06073419830,_419830,706,265,133,126,123,136
0,_San Diego,_06073419900,_419900,1038,279,98,176,127,147
0,_San Diego,_06073420000,_420000,714,216,84,123,126,80
0,_San Diego,_06073420090,_420090,847,215,95,115,111,101
0,_San Diego,_06073420110,_420110,693,186,81,104,103,79
0,_San Diego,_06073420130,_420130,583,233,97,134,119,107
0,_San Diego,_06073420200,_420200,527,200,82,115,103,93
0,_San Diego,_06073420210,_420210,1151,406,170,227,219,179
0,_San Diego,_06073420300,_420300,915,363,172,186,189,169
0,_San Diego,_06073420310,_420310,1141,473,216,247,229,236
0,_San Diego,_06073420330,_420330,336,109,38,69,63,45
0,_San Diego,_06073420380,_420380,221,65,17,47,30,34
0,_San Diego,_06073420490,_420490,1015,334,148,173,176,153
0,_San Diego,_06073420520,_420520,973,306,147,155,140,155
0,_San Diego,_06073420550,_420550,607,229,137,86,86,128
0,_San Diego,_06073420610,_420610,426,127,64,61,53,68
0,_San Diego,_06073420620,_420620,389,168,104,62,67,95
0,_San Diego,_06073420630,_420630,455,168,92,69,81,77
0,_San Diego,_06073420670,_420670,642,234,126,107,127,101
0,_San Diego,_06073421600,_421600,1023,329,164,156,140,177
0,_San Diego,_06073421610,_421610,394,74,33,38,41,28
0,_San Diego,_06073422900,_422900,1102,299,109,181,162,129
0,_San Diego,_06073423000,_423000,1071,316,119,189,192,119
0,_San Diego,_06073423010,_423010,837,276,112,159,139,134
0,_San Diego,_06073423040,_423040,1080,346,145,195,188,151
0,_San Diego,_06073423200,_423200,926,311,91,215,195,109
0,_San Diego,_06073423280,_423280,1069,342,120,218,203,131
0,_San Diego,_06073423400,_423400,803,187,75,111,95,91
0,_San Diego,_06073423500,_423500,787,152,71,80,87,64
0,_San Diego,_06073423510,_423510,504,148,45,100,82,63
0,_San Diego,_06073423700,_423700,1198,250,97,146,149,97
0,_San Diego,_06073423900,_423900,568,80,42,34,38,35
0,_San Diego,_06073424100,_424100,867,235,86,146,127,102
0,_San Diego,_06073424200,_424200,743,225,91,129,117,101
0,_San Diego,_06073424400,_424400,999,218,88,124,114,103
0,_San Diego,_06073424600,_424600,633,123,65,55,64,56
0,_San Diego,_06073424700,_424700,852,169,71,93,76,89
0,_San Diego,_06073424780,_424780,714,171,63,106,101,68
0,_San Diego,_06073424790,_424790,666,182,75,106,106,73
0,_San Diego,_06073424810,_424810,635,117,43,70,72,42
0,_San Diego,_06073424890,_424890,707,115,45,66,71,40
0,_San Diego,_06073425000,_425000,862,204,79,123,125,75
0,_San Diego,_06073425160,_425160,882,196,82,106,91,96
0,_San Diego,_06073425170,_425170,359,70,24,42,44,25
0,_San Diego,_06073425180,_425180,884,321,89,221,191,121
0,_San Diego,_06073425220,_425220,568,181,72,107,82,97
0,_San Diego,_06073425230,_425230,1000,258,100,153,140,110
0,_San Diego,_06073425390,_425390,1105,359,143,210,157,193
0,_San Diego,_06073425420,_425420,907,258,114,135,139,114
0,_San Diego,_06073425450,_425450,823,204,71,128,125,76
0,_San Diego,_06073425460,_425460,788,236,83,145,149,82
0,_San Diego,_06073425470,_425470,387,168,58,103,99,65
0,_San Diego,_06073425480,_425480,1065,203,90,106,119,77
0,_San Diego,_06073425490,_425490,755,265,117,142,139,116
0,_San Diego,_06073425530,_425530,575,113,57,54,59,52
0,_San Diego,_06073425560,_425560,669,194,75,119,109,82
0,_San Diego,_06073425580,_425580,775,276,100,167,166,103
0,_San Diego,_06073425610,_425610,777,282,92,185,165,114
0,_San Diego,_06073425630,_425630,713,152,69,79,94,57
0,_San Diego,_06073425660,_425660,679,180,72,106,95,84
0,_San Diego,_06073428400,_428400,826,261,103,151,128,125
0,_San Diego,_06073428600,_428600,935,296,145,150,166,122
0,_San Diego,_06073428720,_428720,699,234,98,128,114,118
0,_San Diego,_06073429220,_429220,612,175,61,109,74,96
0,_San Diego,_06073429240,_429240,493,167,88,78,76,89
0,_San Diego,_06073429300,_429300,806,283,129,150,131,143
0,_San Diego,_06073429370,_429370,435,102,52,47,58,41
0,_San Diego,_06073429400,_429400,1050,235,98,134,130,103
0,_San Diego,_06073429510,_429510,627,136,60,72,66,68
0,_San Diego,_06073429900,_429900,641,208,71,128,125,74
0,_San Diego,_06073430100,_430100,1459,795,294,482,429,344
0,_San Diego,_06073430290,_430290,963,516,160,343,323,179
0,_San Diego,_06073430320,_430320,706,334,115,213,219,104
0,_San Diego,_06073432010,_432010,894,242,76,158,147,87
0,_San Diego,_06073432020,_432020,772,139,71,64,71,63
0,_San Diego,_06073432110,_432110,850,277,120,153,142,129
0,_San Diego,_06073432190,_432190,651,255,61,191,167,87
0,_San Diego,_06073432200,_432200,1283,284,116,162,163,107
0,_San Diego,_06073432210,_432210,1240,294,109,179,204,84
0,_San Diego,_06073432230,_432230,1270,356,142,202,187,153
0,_San Diego,_06073432260,_432260,362,95,34,61,60,35
0,_San Diego,_06073432270,_432270,1078,253,92,158,143,107
0,_San Diego,_06073432300,_432300,1137,491,155,326,293,190
0,_San Diego,_06073432310,_432310,1067,414,113,294,280,126
0,_San Diego,_06073432320,_432320,340,69,29,40,49,20
0,_San Diego,_06073432350,_432350,830,192,95,93,111,77
0,_San Diego,_06073432360,_432360,528,68,25,40,47,18
0,_San Diego,_06073432400,_432400,1134,534,116,414,380,149
0,_San Diego,_06073432410,_432410,1161,311,105,204,195,110
0,_San Diego,_06073432450,_432450,786,184,79,101,100,75
0,_San Diego,_06073432460,_432460,897,186,77,106,113,70
0,_San Diego,_06073432490,_432490,1310,236,110,116,143,87
0,_San Diego,_06073432510,_432510,552,167,43,117,126,38
0,_San Diego,_06073432530,_432530,796,177,72,99,93,80
0,_San Diego,_06073432540,_432540,1474,398,153,236,254,135
0,_San Diego,_06073432570,_432570,461,303,39,263,240,57
0,_San Diego,_06073432580,_432580,1050,424,60,359,329,88
0,_San Diego,_06073432590,_432590,584,437,32,400,345,88
0,_San Diego,_06073432600,_432600,1129,233,106,122,122,102
0,_San Diego,_06073432620,_432620,490,87,40,45,54,30
0,_San Diego,_06073432660,_432660,945,299,127,164,174,119
0,_San Diego,_06073432740,_432740,520,76,34,42,50,26
0,_San Diego,_06073432800,_432800,821,193,80,110,111,78
0,_San Diego,_06073432810,_432810,512,155,53,100,81,71
0,_San Diego,_06073432840,_432840,1426,146,62,82,100,44
0,_San Diego,_06073432850,_432850,1258,234,101,126,134,93
0,_San Diego,_06073432970,_432970,851,139,64,73,74,63
0,_San Diego,_06073433260,_433260,778,131,54,70,83,44
0,_San Diego,_06073433980,_433980,294,98,42,54,43,51
0,_San Diego,_06073435390,_435390,331,120,63,54,60,59
0,_San Diego,_06073435440,_435440,411,99,53,45,35,59
0,_San Diego,_06073435460,_435460,556,143,63,77,82,58
0,_San Diego,_06073435470,_435470,1420,290,148,135,163,119
0,_San Diego,_06073435480,_435480,1159,219,102,112,113,102
0,_San Diego,_06073435650,_435650,1031,198,98,97,95,98
0,_San Diego,_06073435660,_435660,941,201,113,80,107,87
0,_San Diego,_06073436000,_436000,736,299,142,149,133,154
0,_San Diego,_06073436050,_436050,964,305,138,156,133,164
0,_San Diego,_06073436200,_436200,297,86,49,34,25,55
0,_San Diego,_06073436210,_436210,761,245,138,104,112,129
0,_San Diego,_06073436350,_436350,490,165,86,78,71,94
0,_San Diego,_06073436420,_436420,501,155,79,71,82,67
0,_San Diego,_06073436660,_436660,723,254,117,131,98,150
0,_San Diego,_06073436670,_436670,633,226,122,94,107,108
0,_San Diego,_06073436800,_436800,1136,383,176,199,184,192
0,_San Diego,_06073438000,_438000,675,194,87,103,93,94
0,_San Diego,_06073438200,_438200,947,362,158,196,151,198
0,_San Diego,_06073438300,_438300,728,302,125,170,165,128
0,_San Diego,_06073438500,_438500,742,280,127,146,136,140
0,_San Diego,_06073438600,_438600,678,189,80,107,106,78
0,_San Diego,_06073438700,_438700,529,256,119,134,107,145
0,_San Diego,_06073438800,_438800,602,246,109,132,105,130
0,_San Diego,_06073438900,_438900,733,239,81,153,98,137
0,_San Diego,_06073439000,_439000,669,300,112,182,158,132
0,_San Diego,_06073439200,_439200,703,239,80,152,120,115
0,_San Diego,_06073439400,_439400,673,296,116,168,146,140
0,_San Diego,_06073439720,_439720,824,258,104,147,149,102
0,_San Diego,_06073439800,_439800,711,318,151,162,136,173
0,_San Diego,_06073439830,_439830,574,254,130,121,123,125
0,_San Diego,_06073441600,_441600,979,244,121,119,147,95
0,_San Diego,_06073441610,_441610,1036,247,99,142,157,85
0,_San Diego,_06073441800,_441800,1306,252,119,129,144,101
0,_San Diego,_06073442000,_442000,1021,182,81,101,116,65
0,_San Diego,_06073442100,_442100,1194,292,133,152,153,127
0,_San Diego,_06073442400,_442400,680,168,74,91,94,68
0,_San Diego,_06073442500,_442500,838,236,101,130,133,99
0,_San Diego,_06073442600,_442600,597,110,51,55,70,37
0,_San Diego,_06073442700,_442700,1154,177,86,87,120,54
0,_San Diego,_06073442800,_442800,993,314,168,138,191,116
0,_San Diego,_06073443310,_443310,864,311,126,172,173,125
0,_San Diego,_06073444780,_444780,658,219,89,123,119,88
0,_San Diego,_06073445900,_445900,324,34,21,12,24,9
0,_San Diego,_06073447130,_447130,627,123,54,63,62,58
0,_San Diego,_06073448020,_448020,1003,283,152,126,140,141
0,_San Diego,_06073448230,_448230,1197,373,172,190,198,160
0,_San Diego,_06073448250,_448250,626,214,112,99,110,96
0,_San Diego,_06073448390,_448390,528,154,64,89,79,72
0,_San Diego,_06073448400,_448400,734,249,112,133,136,109
0,_San Diego,_06073448540,_448540,728,213,95,112,116,88
0,_San Diego,_06073448600,_448600,1088,267,125,139,153,110
0,_San Diego,_06073448640,_448640,840,361,117,233,202,147
0,_San Diego,_06073448700,_448700,1198,338,180,152,176,157
0,_San Diego,_06073448710,_448710,439,139,85,51,58,79
0,_San Diego,_06073450000,_450000,806,304,119,180,162,138
0,_San Diego,_06073450020,_450020,787,234,102,127,129,102
0,_San Diego,_06073450040,_450040,1232,365,193,167,192,169
0,_San Diego,_06073450060,_450060,1043,385,179,197,166,207
0,_San Diego,_06073450080,_450080,399,237,76,154,133,90
0,_San Diego,_06073450090,_450090,349,176,82,88,91,78
0,_San Diego,_06073450500,_450500,594,139,64,72,77,58
0,_San Diego,_06073450600,_450600,435,133,62,67,71,55
0,_San Diego,_06073450900,_450900,592,201,93,100,76,116
0,_San Diego,_06073451000,_451000,980,355,176,173,153,196
0,_San Diego,_06073451200,_451200,595,192,93,94,83,104
0,_San Diego,_06073451300,_451300,982,330,173,150,152,165
0,_San Diego,_06073451410,_451410,1170,376,176,189,160,196
0,_San Diego,_06073451600,_451600,408,153,98,52,59,88
0,_San Diego,_06073451610,_451610,653,232,115,113,94,135
0,_San Diego,_06073451710,_451710,750,312,167,139,142,166
0,_San Diego,_06073454530,_454530,295,140,55,83,88,51
0,_San Diego,_06073454600,_454600,464,169,69,96,107,59
0,_San Diego,_06073454610,_454610,554,191,79,110,96,91
0,_San Diego,_06073454620,_454620,479,219,85,130,118,97
0,_San Diego,_06073454630,_454630,979,266,122,135,109,148
0,_San Diego,_06073454640,_454640,708,275,116,157,126,143
0,_San Diego,_06073454650,_454650,462,108,51,56,47,56
0,_San Diego,_06073454670,_454670,545,194,74,120,108,84
0,_San Diego,_06073454680,_454680,709,174,85,86,100,70
0,_San Diego,_06073454690,_454690,739,239,66,166,164,70
0,_San Diego,_06073454700,_454700,843,421,134,278,258,154
0,_San Diego,_06073454710,_454710,586,116,49,62,66,44
0,_San Diego,_06073454720,_454720,687,196,51,140,122,66
0,_San Diego,_06073454760,_454760,637,171,69,100,82,85
0,_San Diego,_06073454800,_454800,608,148,46,97,95,50
0,_San Diego,_06073454810,_454810,872,271,129,140,138,128
0,_San Diego,_06073454900,_454900,561,171,69,101,86,82
0,_San Diego,_06073455000,_455000,687,182,73,108,84,94
0,_San Diego,_06073455010,_455010,866,257,119,130,128,123
0,_San Diego,_06073455020,_455020,707,166,88,72,78,83
0,_San Diego,_06073455040,_455040,912,280,110,161,145,127
0,_San Diego,_06073455070,_455070,1013,280,129,149,132,146
0,_San Diego,_06073455080,_455080,515,123,59,63,65,57
0,_San Diego,_06073455100,_455100,690,189,103,81,95,87
0,_San Diego,_06073455300,_455300,775,189,85,102,98,86
0,_San Diego,_06073455500,_455500,590,129,58,70,66,56
0,_San Diego,_06073455600,_455600,685,142,67,73,76,59
0,_San Diego,_06073455710,_455710,656,186,83,94,100,78
0,_San Diego,_06073455810,_455810,650,154,69,82,99,53
0,_San Diego,_06073456100,_456100,451,108,42,66,56,52
0,_San Diego,_06073456400,_456400,760,232,99,124,149,74
0,_San Diego,_06073456500,_456500,930,373,123,246,241,121
0,_San Diego,_06073456630,_456630,726,176,80,91,95,73
0,_San Diego,_06073456800,_456800,886,204,65,135,138,63
0,_San Diego,_06073456910,_456910,889,223,88,134,143,75
0,_San Diego,_06073457000,_457000,920,441,90,338,310,119
0,_San Diego,_06073457170,_457170,1020,274,147,123,131,135
0,_San Diego,_06073457190,_457190,1048,324,151,173,131,190
0,_San Diego,_06073457200,_457200,1111,322,86,232,220,97
0,_San Diego,_06073457230,_457230,922,316,72,233,210,95
0,_San Diego,_06073457250,_457250,576,157,62,93,74,81
0,_San Diego,_06073457270,_457270,1117,334,171,156,163,163
0,_San Diego,_06073457300,_457300,531,150,79,70,70,75
0,_San Diego,_06073457610,_457610,629,195,86,105,91,100
0,_San Diego,_06073457700,_457700,1024,264,106,155,150,112
0,_San Diego,_06073457900,_457900,1008,181,76,103,101,77
0,_San Diego,_06073458000,_458000,625,151,71,76,78,69
0,_San Diego,_06073458110,_458110,1165,324,144,169,164,149
0,_San Diego,_06073458130,_458130,1088,319,101,215,209,105
0,_San Diego,_06073458200,_458200,801,181,73,103,95,83
0,_San Diego,_06073458230,_458230,622,246,52,191,174,68
0,_San Diego,_06073458300,_458300,813,249,98,148,143,104
0,_San Diego,_06073458310,_458310,847,284,139,136,126,152
0,_San Diego,_06073458320,_458320,446,167,74,93,75,90
0,_San Diego,_06073459110,_459110,730,230,111,116,101,125
0,_San Diego,_06073459200,_459200,698,173,74,99,81,90
0,_San Diego,_06073459300,_459300,574,165,71,92,100,58
0,_San Diego,_06073459350,_459350,818,241,126,109,115,120
0,_San Diego,_06073459400,_459400,1066,267,133,130,112,148
0,_San Diego,_06073459490,_459490,1037,380,187,189,146,225
0,_San Diego,_06073459530,_459530,772,239,107,128,95,137
0,_San Diego,_06073459560,_459560,807,257,102,148,119,129
0,_San Diego,_06073459600,_459600,1052,411,191,211,181,220
0,_San Diego,_06073461200,_461200,1097,396,193,193,178,200
0,_San Diego,_06073461210,_461210,964,326,134,186,159,148
0,_San Diego,_06073461220,_461220,703,279,117,158,112,159
0,_San Diego,_06073461240,_461240,1261,513,226,275,236,262
0,_San Diego,_06073461250,_461250,406,132,67,61,56,69
0,_San Diego,_06073461290,_461290,1111,372,155,205,155,200
0,_San Diego,_06073461310,_461310,1315,459,191,252,245,188
0,_San Diego,_06073461380,_461380,879,286,125,152,137,136
0,_San Diego,_06073461390,_461390,868,285,132,149,120,155
0,_San Diego,_06073461410,_461410,1012,300,138,159,170,127
0,_San Diego,_06073461420,_461420,918,281,107,169,146,123
0,_San Diego,_06073461430,_461430,1015,341,144,188,159,171
0,_San Diego,_06073461500,_461500,948,340,203,127,112,209
0,_San Diego,_06073461510,_461510,608,254,126,126,118,127
0,_San Diego,_06073461530,_461530,458,156,71,81,71,78
0,_San Diego,_06073461600,_461600,1042,342,153,179,155,176
0,_San Diego,_06073461640,_461640,720,225,76,142,98,118
0,_San Diego,_06073461700,_461700,620,224,77,142,133,86
0,_San Diego,_06073461710,_461710,863,241,124,109,114,115
0,_San Diego,_06073461720,_461720,799,256,117,138,128,124
0,_San Diego,_06073461800,_461800,666,249,118,129,101,142
0,_San Diego,_06073461820,_461820,639,182,79,100,97,80
0,_San Diego,_06073461830,_461830,985,283,118,162,143,134
0,_San Diego,_06073462000,_462000,531,193,87,101,110,76
0,_San Diego,_06073462010,_462010,794,298,125,163,163,125
0,_San Diego,_06073462110,_462110,989,260,119,137,164,91
0,_San Diego,_06073462200,_462200,924,267,141,122,132,122
0,_San Diego,_06073462310,_462310,938,239,115,121,117,116
0,_San Diego,_06073462410,_462410,764,242,70,167,160,74
0,_San Diego,_06073462500,_462500,919,218,112,105,107,106
0,_San Diego,_06073462600,_462600,885,271,140,124,128,131
0,_San Diego,_06073466300,_466300,873,291,134,144,144,135
0,_San Diego,_06073466310,_466310,903,265,110,146,146,112
0,_San Diego,_06073466340,_466340,1070,406,161,228,187,192
0,_San Diego,_06073466390,_466390,740,201,73,123,103,93
0,_San Diego,_06073466400,_466400,844,267,141,122,137,125
0,_San Diego,_06073466420,_466420,934,252,124,117,118,124
0,_San Diego,_06073466440,_466440,764,242,108,122,123,108
0,_San Diego,_06073466450,_466450,854,205,91,109,102,98
0,_San Diego,_06073466490,_466490,839,273,108,157,155,108
0,_San Diego,_06073466500,_466500,804,261,116,142,130,125
0,_San Diego,_06073466510,_466510,614,201,78,110,103,88
0,_San Diego,_06073466520,_466520,500,174,87,82,86,83
0,_San Diego,_06073466560,_466560,436,149,65,80,79,66
0,_San Diego,_06073466570,_466570,807,477,73,398,377,94
0,_San Diego,_06073466640,_466640,636,231,112,116,135,92
0,_San Diego,_06073466800,_466800,790,280,132,141,165,106
0,_San Diego,_06073466910,_466910,663,221,106,106,103,106
0,_San Diego,_06073467000,_467000,938,327,150,162,162,155
0,_San Diego,_06073467010,_467010,924,309,136,165,138,160
0,_San Diego,_06073467100,_467100,1141,317,136,168,167,136
0,_San Diego,_06073467200,_467200,963,294,139,142,148,129
0,_San Diego,_06073467300,_467300,939,317,143,161,152,150
0,_San Diego,_06073467410,_467410,772,240,109,125,112,121
0,_San Diego,_06073467590,_467590,841,419,90,320,273,136
0,_San Diego,_06073467610,_467610,905,289,101,182,163,117
0,_San Diego,_06073467700,_467700,987,503,90,406,387,107
0,_San Diego,_06073467900,_467900,604,270,47,220,222,43
0,_San Diego,_06073467920,_467920,962,300,126,160,147,136
0,_San Diego,_06073468020,_468020,715,274,75,195,192,81
0,_San Diego,_06073468110,_468110,626,189,67,119,109,76
0,_San Diego,_06073468200,_468200,631,321,60,254,255,60
0,_San Diego,_06073468290,_468290,1268,409,199,200,198,198
0,_San Diego,_06073468320,_468320,309,61,20,41,40,21
0,_San Diego,_06073468700,_468700,1088,358,143,203,172,172
0,_San Diego,_06073470400,_470400,466,204,78,121,99,94
0,_San Diego,_06073470430,_470430,1000,383,131,239,181,187
0,_San Diego,_06073470440,_470440,290,107,59,45,44,56
0,_San Diego,_06073470500,_470500,862,341,158,169,159,167
0,_San Diego,_06073470700,_470700,323,156,77,76,61,89
0,_San Diego,_06073470800,_470800,1084,374,164,198,198,162
0,_San Diego,_06073471300,_471300,514,153,73,73,85,61
0,_San Diego,_06073471500,_471500,674,185,76,105,119,63
0,_San Diego,_06073471790,_471790,893,273,139,125,141,121
0,_San Diego,_06073471900,_471900,610,188,92,91,98,86
0,_San Diego,_06073472000,_472000,1007,389,168,205,188,182
0,_San Diego,_06073472100,_472100,1101,298,133,157,166,125
0,_San Diego,_06073472300,_472300,683,178,85,88,91,80
0,_San Diego,_06073472500,_472500,666,173,70,103,103,67
0,_San Diego,_06073472600,_472600,746,222,89,128,120,97
0,_San Diego,_06073472610,_472610,719,175,76,97,103,65
0,_San Diego,_06073472800,_472800,582,213,94,115,112,92
0,_San Diego,_06073472890,_472890,745,369,172,191,188,173
0,_San Diego,_06073472910,_472910,955,248,118,123,137,103
0,_San Diego,_06073473100,_473100,503,216,105,106,96,113
0,_San Diego,_06073473200,_473200,921,309,123,176,167,128
0,_San Diego,_06073473600,_473600,749,278,136,134,114,152
0,_San Diego,_06073473700,_473700,1256,232,97,130,144,84
