IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20201103_GEN_ALL_ALL_REG,USA_CA_20201103_GEN_ALL_ALL_VOTED,USA_CA_20201103_GEN_PRE_DEM_BIDEN,USA_CA_20201103_GEN_PRE_REP_TRUMP,USA_CA_20201103_GEN_PRE_OTH_ALL,USA_CA_20201103_GEN_PROP14_NO,USA_CA_20201103_GEN_PROP14_YES,USA_CA_20201103_GEN_PROP15_NO,USA_CA_20201103_GEN_PROP15_YES,USA_CA_20201103_GEN_PROP16_NO,USA_CA_20201103_GEN_PROP16_YES,USA_CA_20201103_GEN_PROP17_NO,USA_CA_20201103_GEN_PROP17_YES,USA_CA_20201103_GEN_PROP18_NO,USA_CA_20201103_GEN_PROP18_YES,USA_CA_20201103_GEN_PROP19_NO,USA_CA_20201103_GEN_PROP19_YES,USA_CA_20201103_GEN_PROP20_NO,USA_CA_20201103_GEN_PROP20_YES,USA_CA_20201103_GEN_PROP21_NO,USA_CA_20201103_GEN_PROP21_YES,USA_CA_20201103_GEN_PROP22_NO,USA_CA_20201103_GEN_PROP22_YES,USA_CA_20201103_GEN_PROP23_NO,USA_CA_20201103_GEN_PROP23_YES,USA_CA_20201103_GEN_PROP24_NO,USA_CA_20201103_GEN_PROP24_YES,USA_CA_20201103_GEN_PROP25_NO,USA_CA_20201103_GEN_PROP25_YES
0,_San Bernardino,_06071UNI1595,_UNI1595,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,0,2,2,0,1,1,2,0
0,_San Bernardino,_06071UNI1596,_UNI1596,13,14,5,9,0,8,6,7,7,9,5,6,8,11,3,6,8,8,6,9,5,5,9,5,9,4,10,7,7
0,_San Bernardino,_06071UNI1597,_UNI1597,1330,1138,500,594,25,558,517,699,385,768,304,539,547,743,360,545,530,642,424,716,373,408,684,736,360,436,626,617,434
0,_San Bernardino,_06071UNI1598,_UNI1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1599,_UNI1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1600,_UNI1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1601,_UNI1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1602,_UNI1602,4,2,0,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,0,2,1,1,2,0,2,0
0,_San Bernardino,_06071UNI1603,_UNI1603,52,39,5,32,0,28,11,36,2,37,1,32,6,33,6,18,20,24,14,33,5,8,31,32,6,22,16,36,2
0,_San Bernardino,_06071UNI1608,_UNI1608,551,417,102,302,8,280,124,332,73,350,54,275,125,335,71,258,142,216,186,323,77,115,291,331,74,205,197,324,78
0,_San Bernardino,_06071UNI1610,_UNI1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1611,_UNI1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1612,_UNI1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1613,_UNI1613,19,16,0,16,0,14,2,13,3,13,3,10,6,13,3,11,5,9,7,16,0,4,12,15,1,8,7,13,2
0,_San Bernardino,_06071UNI1614,_UNI1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1615,_UNI1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1616,_UNI1616,480,410,178,219,7,220,171,262,126,267,120,222,170,277,126,220,163,203,187,265,127,140,257,266,125,232,153,262,119
0,_San Bernardino,_06071UNI1623,_UNI1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1624,_UNI1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1627,_UNI1627,111,102,27,70,2,72,26,79,21,78,19,65,34,86,15,66,32,40,57,87,13,23,77,80,18,59,41,77,20
0,_San Bernardino,_06071UNI1628,_UNI1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1630,_UNI1630,18,15,3,12,0,8,7,11,4,12,3,9,6,13,2,10,5,7,8,13,2,0,15,12,3,9,6,13,2
0,_San Bernardino,_06071UNI1637,_UNI1637,140,96,73,21,1,26,64,45,49,55,40,40,54,45,49,41,52,69,25,50,44,45,49,54,40,25,67,62,29
0,_San Bernardino,_06071UNI1638,_UNI1638,144,69,52,15,0,18,45,21,40,29,31,12,49,23,41,17,43,29,33,36,26,26,36,30,33,10,52,26,34
0,_San Bernardino,_06071UNI1645,_UNI1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1646,_UNI1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1647,_UNI1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1648,_UNI1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1649,_UNI1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1650,_UNI1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1651,_UNI1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1652,_UNI1652,4,4,3,0,1,0,4,0,4,1,1,0,4,0,4,0,4,4,0,2,0,3,0,0,4,1,3,0,2
0,_San Bernardino,_06071UNI1653,_UNI1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1666,_UNI1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1673,_UNI1673,145,83,62,19,2,20,61,30,51,29,53,15,65,32,49,34,45,57,23,41,40,37,43,40,41,33,46,49,29
0,_San Bernardino,_06071UNI1676,_UNI1676,5,5,0,5,0,2,3,5,0,5,0,5,0,5,0,3,2,2,3,5,0,2,3,3,2,3,2,2,3
0,_San Bernardino,_06071UNI1677,_UNI1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1678,_UNI1678,649,494,292,187,8,209,243,263,213,286,183,221,251,293,184,210,256,286,178,287,187,213,256,288,186,193,262,275,183
0,_San Bernardino,_06071UNI1679,_UNI1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1680,_UNI1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1681,_UNI1681,10,4,2,2,0,2,2,3,1,3,1,3,1,3,1,3,1,2,2,3,1,1,3,4,0,2,2,3,1
0,_San Bernardino,_06071UNI1682,_UNI1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1683,_UNI1683,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
0,_San Bernardino,_06071UNI1684,_UNI1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1685,_UNI1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1686,_UNI1686,91,83,28,52,2,46,33,56,24,61,15,50,28,67,15,43,36,36,43,65,15,26,51,62,18,40,36,57,17
0,_San Bernardino,_06071UNI1687,_UNI1687,72,69,37,30,2,34,32,40,27,44,20,33,34,42,27,32,34,32,32,45,17,30,34,48,18,24,42,34,29
0,_San Bernardino,_06071UNI1688,_UNI1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1689,_UNI1689,31,27,10,16,0,19,8,18,8,19,8,20,7,18,9,19,8,14,13,19,8,10,17,22,5,21,6,18,9
0,_San Bernardino,_06071UNI1690,_UNI1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1691,_UNI1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1692,_UNI1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1693,_UNI1693,6,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,0,4,4,0,0,4,4,0,4,0,4,0
0,_San Bernardino,_06071UNI1694,_UNI1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1697,_UNI1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1698,_UNI1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1699,_UNI1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1700,_UNI1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1701,_UNI1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1702,_UNI1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1703,_UNI1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1704,_UNI1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1705,_UNI1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1706,_UNI1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1708,_UNI1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1709,_UNI1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1710,_UNI1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1711,_UNI1711,78,68,29,38,0,39,27,42,25,50,15,40,25,42,25,34,33,30,35,49,17,18,49,51,16,30,37,45,22
0,_San Bernardino,_06071UNI1712,_UNI1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1713,_UNI1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1714,_UNI1714,7,6,3,3,0,3,3,6,0,6,0,5,1,4,2,5,1,3,3,4,2,3,3,5,1,4,2,5,1
0,_San Bernardino,_06071UNI1725,_UNI1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1726,_UNI1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1727,_UNI1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1728,_UNI1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1729,_UNI1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1733,_UNI1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1734,_UNI1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1775,_UNI1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1780,_UNI1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1781,_UNI1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1782,_UNI1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1783,_UNI1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1790,_UNI1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1791,_UNI1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1792,_UNI1792,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
0,_San Bernardino,_06071UNI1793,_UNI1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1794,_UNI1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1796,_UNI1796,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
0,_San Bernardino,_06071UNI1797,_UNI1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1798,_UNI1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1799,_UNI1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1800,_UNI1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1801,_UNI1801,16,9,1,7,1,3,5,6,2,8,0,4,4,8,0,4,4,4,4,7,0,3,5,6,2,2,6,4,3
0,_San Bernardino,_06071UNI1802,_UNI1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1803,_UNI1803,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1804,_UNI1804,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
0,_San Bernardino,_06071UNI1805,_UNI1805,16,10,8,2,0,2,6,4,4,3,5,2,6,3,4,0,6,5,3,2,6,5,3,3,5,4,4,0,6
0,_San Bernardino,_06071UNI1806,_UNI1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1807,_UNI1807,5,5,4,1,0,1,4,2,3,3,2,3,2,4,1,0,5,3,2,5,0,1,4,4,1,1,4,3,2
0,_San Bernardino,_06071UNI1819,_UNI1819,483,338,145,179,5,167,146,210,107,200,114,151,167,213,108,157,156,191,123,230,89,107,211,213,100,124,190,210,97
0,_San Bernardino,_06071UNI1820,_UNI1820,646,573,180,376,7,347,199,399,152,427,118,349,200,438,116,332,216,277,263,408,138,179,371,408,143,284,255,414,128
0,_San Bernardino,_06071UNI1905,_UNI1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1906,_UNI1906,166,121,40,78,3,67,47,84,35,104,15,72,49,94,25,63,55,74,45,88,31,35,82,91,27,49,67,72,44
0,_San Bernardino,_06071UNI1907,_UNI1907,361,290,88,193,7,188,92,206,74,215,60,192,89,214,67,163,110,146,131,215,63,81,198,203,77,149,125,212,64
0,_San Bernardino,_06071UNI1908,_UNI1908,241,189,60,120,7,127,56,139,44,149,35,119,66,139,47,120,65,103,83,152,31,60,123,144,40,96,88,134,47
0,_San Bernardino,_06071UNI1909,_UNI1909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1910,_UNI1910,549,424,123,291,6,272,133,307,97,335,67,272,135,305,104,244,156,220,185,333,76,137,273,311,98,224,178,313,92
0,_San Bernardino,_06071UNI1911,_UNI1911,784,620,159,440,17,401,184,454,142,474,117,389,204,454,142,378,205,285,304,471,121,167,426,445,148,326,255,423,158
0,_San Bernardino,_06071UNI1912,_UNI1912,48,40,13,26,1,21,17,29,9,27,10,28,12,31,8,27,10,20,19,28,9,14,24,28,9,27,13,29,11
0,_San Bernardino,_06071UNI1913,_UNI1913,447,360,99,249,8,241,106,289,56,297,51,255,94,287,64,226,118,168,172,265,76,109,237,261,82,175,167,264,74
0,_San Bernardino,_06071UNI1914,_UNI1914,506,407,105,288,10,258,135,315,80,325,65,261,133,323,74,247,145,184,206,317,76,130,261,295,99,192,199,293,93
0,_San Bernardino,_06071UNI1915,_UNI1915,109,83,39,42,0,51,30,57,24,50,32,50,31,68,14,52,28,37,45,67,14,37,45,63,19,33,46,41,39
0,_San Bernardino,_06071UNI1916,_UNI1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1917,_UNI1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1918,_UNI1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1919,_UNI1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1920,_UNI1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1921,_UNI1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1922,_UNI1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1923,_UNI1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1925,_UNI1925,4,3,2,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,1,2,3,0
0,_San Bernardino,_06071UNI1936,_UNI1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1939,_UNI1939,235,215,82,124,4,122,79,133,71,151,51,126,77,145,62,128,77,108,94,143,61,77,128,141,62,116,81,136,58
0,_San Bernardino,_06071UNI1940,_UNI1940,31,29,6,22,0,17,9,22,6,24,3,20,6,21,3,17,9,9,12,21,3,13,12,16,9,13,9,14,9
0,_San Bernardino,_06071UNI1941,_UNI1941,66,54,9,45,0,43,11,50,3,43,11,39,15,45,9,41,12,15,39,50,4,8,46,49,5,37,17,48,6
0,_San Bernardino,_06071UNI1942,_UNI1942,459,404,160,230,10,248,145,275,117,297,90,252,138,296,101,212,177,187,194,288,102,116,277,311,77,187,204,266,119
0,_San Bernardino,_06071UNI1943,_UNI1943,200,189,56,128,4,130,54,148,35,146,36,126,56,141,45,118,66,82,100,156,27,59,124,152,30,105,74,135,43
0,_San Bernardino,_06071UNI1944,_UNI1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1945,_UNI1945,6,3,0,3,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,0,2,1,1,2,3,0
0,_San Bernardino,_06071UNI1946,_UNI1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1947,_UNI1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1948,_UNI1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1949,_UNI1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1950,_UNI1950,133,125,53,64,4,72,45,74,44,82,33,60,56,78,40,65,51,61,53,84,30,48,67,80,35,57,59,73,37
0,_San Bernardino,_06071UNI1951,_UNI1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1952,_UNI1952,453,417,195,207,9,227,172,240,159,271,128,221,176,236,167,220,175,226,163,261,136,167,228,259,134,184,206,231,151
0,_San Bernardino,_06071UNI1953,_UNI1953,292,261,93,159,5,167,85,172,79,183,67,161,89,183,71,139,107,120,128,185,63,86,165,180,71,128,116,163,81
0,_San Bernardino,_06071UNI1979,_UNI1979,51,42,5,37,0,31,9,34,6,38,1,31,9,38,2,25,14,20,18,36,4,9,31,35,5,24,16,35,5
0,_San Bernardino,_06071UNI1980,_UNI1980,154,122,21,100,1,88,30,106,12,109,10,82,34,100,18,75,39,56,61,101,14,35,83,94,22,81,36,94,23
0,_San Bernardino,_06071UNI1981,_UNI1981,69,59,8,51,0,42,15,49,7,49,6,38,18,48,10,41,16,29,27,53,6,12,46,50,9,28,29,53,3
0,_San Bernardino,_06071UNI1982,_UNI1982,177,140,24,111,3,102,32,114,22,116,20,99,36,123,13,90,46,54,82,120,17,28,108,118,19,65,68,112,24
0,_San Bernardino,_06071UNI1983,_UNI1983,155,113,42,69,1,64,47,75,35,94,16,60,51,90,22,58,54,53,57,88,24,33,78,80,33,58,50,80,26
0,_San Bernardino,_06071UNI1984,_UNI1984,46,26,6,19,0,20,3,18,6,16,7,10,15,15,8,12,10,11,9,17,4,5,16,15,6,9,11,16,4
0,_San Bernardino,_06071UNI1985,_UNI1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI1997,_UNI1997,425,374,90,274,4,242,112,292,73,304,49,249,108,286,75,217,141,180,175,296,67,111,248,274,91,185,164,256,92
0,_San Bernardino,_06071UNI2001,_UNI2001,492,425,276,130,14,157,249,171,232,224,180,160,248,210,201,178,223,265,136,215,185,176,234,223,180,143,252,196,192
0,_San Bernardino,_06071UNI2009,_UNI2009,340,261,112,140,6,143,101,171,80,205,45,143,105,175,76,123,127,135,115,197,56,78,176,193,56,123,126,177,67
0,_San Bernardino,_06071UNI2021,_UNI2021,456,342,147,178,11,179,144,208,119,234,86,175,147,227,102,157,168,170,153,238,87,102,226,239,87,142,184,213,113
0,_San Bernardino,_06071UNI2022,_UNI2022,62,59,4,51,2,45,11,48,9,51,6,44,13,49,9,37,19,25,30,52,6,16,42,47,10,37,21,48,10
0,_San Bernardino,_06071UNI2036,_UNI2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI2038,_UNI2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI2039,_UNI2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI2040,_UNI2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI2049,_UNI2049,41,35,14,20,0,20,13,23,12,21,11,17,15,22,11,15,17,17,14,21,11,9,23,24,8,9,22,24,8
0,_San Bernardino,_06071UNI2050,_UNI2050,292,255,77,170,5,152,90,194,45,199,40,149,92,191,54,131,102,122,112,215,23,46,195,204,39,124,111,174,57
0,_San Bernardino,_06071UNI2066,_UNI2066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Bernardino,_06071UNI2067,_UNI2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
