IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20140603_PRI_ALL_ALL_REG,USA_CA_20140603_PRI_ALL_ALL_VOTED,USA_CA_20140603_PRI_ATG_DEM_HARRIS,USA_CA_20140603_PRI_ATG_REP_HAGGERLY,USA_CA_20140603_PRI_ATG_REP_WYMAN,USA_CA_20140603_PRI_ATG_REP_KING,USA_CA_20140603_PRI_ATG_REP_GOLD,USA_CA_20140603_PRI_ATG_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_YEE,USA_CA_20140603_PRI_CON_DEM_PEREZ,USA_CA_20140603_PRI_CON_DEM_BLAIR,USA_CA_20140603_PRI_CON_REP_EVANS,USA_CA_20140603_PRI_CON_REP_SWEARENGEN,USA_CA_20140603_PRI_CON_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_AGBEDE,USA_CA_20140603_PRI_CON_DEM_BROWN,USA_CA_20140603_PRI_CON_REP_CHAMP,USA_CA_20140603_PRI_CON_REP_DONNELLY,USA_CA_20140603_PRI_CON_REP_AGUIRRE,USA_CA_20140603_PRI_CON_REP_BLOUNT,USA_CA_20140603_PRI_CON_REP_KASHKARI,USA_CA_20140603_PRI_CON_REP_WINSTON,USA_CA_20140603_PRI_GOV_OTH_OTHER,USA_CA_20140603_PRI_INS_DEM_JONES,USA_CA_20140603_PRI_INS_REP_GAINES,USA_CA_20140603_PRI_INS_OTH_OTHER,USA_CA_20140603_PRI_LTG_DEM_KOREVAAR,USA_CA_20140603_PRI_LTG_DEM_NEWSOM,USA_CA_20140603_PRI_LTG_REP_YANG,USA_CA_20140603_PRI_LTG_REP_FENNELL,USA_CA_20140603_PRI_LTG_REP_NEHRING,USA_CA_20140603_PRI_LTG_OTH_OTHER,USA_CA_20140603_PRI_PROP41_NO,USA_CA_20140603_PRI_PROP41_YES,USA_CA_20140603_PRI_PROP42_NO,USA_CA_20140603_PRI_PROP42_YES,USA_CA_20140603_PRI_SOS_DEM_DROBMAN,USA_CA_20140603_PRI_SOS_DEM_YEE,USA_CA_20140603_PRI_SOS_DEM_CRESSMAN,USA_CA_20140603_PRI_SOS_DEM_PADILLA,USA_CA_20140603_PRI_SOS_REP_ALLMOND,USA_CA_20140603_PRI_SOS_REP_PETERSON,USA_CA_20140603_PRI_SOS_OTH_OTHER,USA_CA_20140603_PRI_SPI_NOP_GUTIERREZ,USA_CA_20140603_PRI_SPI_NOP_TUCK,USA_CA_20140603_PRI_SPI_NOP_TORLAKSON,USA_CA_20140603_PRI_TRS_DEM_CHIANG,USA_CA_20140603_PRI_TRS_REP_CONLON,USA_CA_20140603_PRI_TRS_OTH_OTHER
0,_San Mateo,_060813005,_3005,831,303,104,46,22,32,37,29,51,27,5,78,81,14,0,130,3,54,4,4,90,1,8,89,161,6,4,114,53,34,61,10,117,161,107,152,5,19,5,49,9,112,57,28,88,116,90,156,12
0,_San Mateo,_060813006,_3006,1060,360,160,38,17,49,45,16,79,42,2,90,97,3,1,167,3,59,2,11,99,2,7,131,175,5,10,157,56,45,69,5,145,197,134,179,5,21,8,77,16,134,51,30,102,139,137,178,4
0,_San Mateo,_060813008,_3008,913,224,89,23,19,25,31,6,36,26,4,44,72,3,0,103,1,25,0,2,83,1,3,69,107,4,2,106,28,20,41,5,78,120,82,106,3,12,5,39,3,67,49,18,74,76,75,108,4
0,_San Mateo,_060813009,_3009,167,76,56,6,0,3,4,0,11,41,1,10,4,0,0,61,2,2,0,0,10,0,0,49,15,0,0,58,7,4,3,0,10,61,10,58,2,3,1,45,0,7,5,3,8,50,54,15,1
0,_San Mateo,_060813010,_3010,150,59,31,5,4,5,4,6,8,16,0,8,17,2,0,31,0,12,1,0,13,0,1,22,26,3,0,29,3,12,12,0,21,35,23,30,3,2,2,18,3,19,8,7,12,24,25,25,3
0,_San Mateo,_060813102,_3102,939,245,165,4,16,10,13,16,54,87,14,28,21,18,3,165,6,18,1,2,24,0,16,152,49,15,3,168,11,3,24,18,65,165,84,133,33,20,13,82,14,21,27,44,33,127,151,47,26
0,_San Mateo,_060813103,_3103,573,135,88,4,7,5,15,9,29,41,7,23,12,10,1,92,6,12,0,2,12,0,8,75,28,16,6,90,6,6,14,7,28,96,42,78,11,14,3,42,10,14,22,32,23,67,86,28,11
0,_San Mateo,_060813123,_3123,166,51,29,4,3,3,1,2,12,12,2,7,4,4,0,37,1,3,0,0,5,0,1,28,12,1,1,35,0,0,11,2,16,29,13,31,6,1,2,14,4,7,7,10,10,21,28,10,4
0,_San Mateo,_060813135,_3135,858,266,157,17,25,17,13,16,59,72,6,49,28,13,1,175,8,20,0,1,38,2,10,142,74,17,11,168,14,11,45,4,92,155,94,136,30,9,11,82,16,40,33,39,48,126,147,68,20
0,_San Mateo,_060813201,_3201,51,18,7,1,1,1,0,6,4,7,0,2,4,0,0,7,1,2,0,0,1,1,6,9,4,2,3,8,0,2,2,0,2,15,3,14,2,2,1,1,0,2,5,2,4,9,10,4,3
0,_San Mateo,_060813202,_3202,504,159,94,10,10,14,8,11,37,43,3,38,12,5,1,106,4,9,0,0,26,1,8,89,48,5,4,102,13,3,23,6,47,101,55,86,9,13,10,42,8,27,20,15,43,77,87,42,11
0,_San Mateo,_060813203,_3203,14,10,8,0,0,1,1,0,2,4,0,1,2,0,0,8,0,1,0,0,1,0,0,7,3,0,0,7,0,1,2,0,2,8,3,6,0,2,0,4,0,2,0,1,3,5,8,2,0
0,_San Mateo,_060813204,_3204,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,_San Mateo,_060813210,_3210,6,4,3,0,1,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,1,0,0,3,1,0,0,2,0,1,0,1,2,2,3,1,1,0,0,1,1,0,0,0,1,2,3,1,0
0,_San Mateo,_060813211,_3211,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,_San Mateo,_060813213,_3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Mateo,_060813214,_3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Mateo,_060813301,_3301,879,339,222,14,27,19,20,16,90,74,11,53,35,26,3,231,6,28,1,2,40,3,20,219,70,18,8,222,12,16,48,20,96,219,117,180,35,28,12,97,18,46,55,50,53,177,192,79,33
0,_San Mateo,_060813303,_3303,694,294,178,18,20,16,18,13,62,81,7,45,31,25,3,202,2,24,1,4,30,2,11,167,67,18,15,179,17,12,43,10,82,189,105,150,25,27,21,80,14,40,31,45,51,130,150,73,29
0,_San Mateo,_060813304,_3304,1359,570,398,20,43,17,20,23,162,156,18,68,44,39,5,426,10,37,1,0,42,1,31,367,89,40,24,403,26,16,51,21,148,369,167,325,55,48,38,180,24,52,78,94,79,284,344,103,52
0,_San Mateo,_060813306,_3306,801,376,251,14,24,17,13,21,91,111,9,39,30,27,1,276,14,22,0,0,30,0,14,233,61,22,7,256,10,13,44,15,103,241,137,191,24,32,23,123,26,33,46,51,42,184,215,68,39
0,_San Mateo,_060813307,_3307,20,8,7,0,0,0,0,1,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,1,0,8,0,0,0,0,2,6,1,7,0,0,6,0,0,0,2,3,0,5,7,0,1
0,_San Mateo,_060813310,_3310,774,348,211,26,15,10,30,17,80,81,16,41,45,25,3,230,1,37,3,3,33,1,15,194,81,15,21,212,28,28,18,14,98,231,126,189,18,26,31,102,13,58,42,57,43,164,187,76,29
0,_San Mateo,_060813311,_3311,786,365,215,29,26,10,19,20,97,69,15,51,52,22,3,241,1,52,2,7,23,6,15,184,103,22,15,221,22,31,37,11,110,216,136,165,13,32,22,111,13,75,30,61,38,165,200,98,25
0,_San Mateo,_060813312,_3312,1006,426,270,25,10,13,17,35,118,76,23,52,24,48,3,317,3,38,1,1,16,2,28,256,63,26,24,276,14,14,34,28,113,266,136,216,21,52,33,122,6,55,58,86,47,193,236,65,52
0,_San Mateo,_060813313,_3313,955,423,251,21,27,18,20,27,115,93,14,69,30,26,5,288,1,55,2,3,19,4,18,233,91,26,16,268,18,30,38,19,133,243,173,183,10,39,40,127,19,67,45,70,60,195,228,92,28
0,_San Mateo,_060813314,_3314,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Mateo,_060813316,_3316,37,9,5,0,0,0,0,2,4,2,0,0,0,2,0,6,0,0,0,0,1,0,2,7,0,1,1,6,0,0,0,1,1,8,3,5,1,2,2,3,0,0,0,6,0,0,5,0,2
0,_San Mateo,_060813320,_3320,710,360,226,19,12,12,25,18,94,83,12,42,34,22,2,262,2,38,2,4,21,1,14,208,68,16,22,227,21,19,25,11,89,227,122,168,10,41,20,115,5,47,47,46,55,161,202,64,28
0,_San Mateo,_060813321,_3321,766,367,236,17,14,15,16,20,90,95,19,46,37,23,2,258,3,35,0,1,29,2,13,223,74,15,16,237,20,11,37,13,119,222,134,184,12,47,24,130,8,58,37,68,44,175,209,75,28
0,_San Mateo,_060813322,_3322,814,321,200,19,15,12,24,18,64,86,27,45,34,22,2,211,6,42,4,1,20,0,17,189,73,16,17,204,12,23,33,7,114,187,126,159,14,22,27,111,19,42,30,66,36,159,182,77,23
0,_San Mateo,_060813323,_3323,987,470,279,36,24,13,24,24,122,91,26,61,42,44,5,321,4,50,5,4,19,4,23,252,99,29,15,297,31,19,36,23,121,307,144,248,23,42,41,142,19,64,48,82,46,220,258,85,51
0,_San Mateo,_060813324,_3324,938,431,244,31,22,25,31,23,115,70,15,73,46,29,3,282,5,54,1,7,30,5,17,231,107,16,15,249,25,21,63,19,134,253,132,222,17,39,24,116,14,80,52,58,72,195,230,113,27
0,_San Mateo,_060813325,_3325,874,402,276,25,9,12,19,20,97,108,29,40,42,26,4,290,3,48,1,1,15,2,25,241,78,21,21,268,23,18,29,20,111,261,142,208,17,39,36,144,9,60,37,79,51,188,235,79,36
0,_San Mateo,_060813326,_3326,974,509,261,40,31,45,36,27,103,94,20,107,85,22,1,309,2,77,4,3,64,1,11,229,177,8,25,255,55,46,70,7,176,278,192,227,30,43,23,121,15,146,42,65,117,203,232,179,15
0,_San Mateo,_060813327,_3327,462,234,156,12,10,8,14,17,54,55,19,40,13,30,2,178,3,13,2,6,13,1,12,144,42,14,17,151,6,15,22,13,42,172,67,132,10,28,22,79,5,37,19,55,29,114,138,41,30
0,_San Mateo,_060813330,_3330,43,20,2,5,7,0,2,3,3,0,0,10,5,0,0,7,5,4,0,0,4,0,0,4,14,1,0,6,5,6,1,0,14,5,10,10,0,1,0,0,0,13,0,4,7,3,4,15,0
0,_San Mateo,_060813331,_3331,333,109,54,13,7,10,6,10,18,22,4,16,23,9,3,55,2,14,3,0,18,0,10,45,40,11,8,50,6,13,15,7,34,69,36,60,2,9,4,34,4,29,11,23,20,45,49,38,10
0,_San Mateo,_060813340,_3340,1029,383,260,11,19,9,16,28,94,84,17,39,31,44,1,290,0,24,3,1,26,0,26,231,65,31,11,260,14,19,29,26,104,253,123,210,8,48,42,112,10,37,56,66,44,177,230,58,38
0,_San Mateo,_060813350,_3350,746,225,135,11,17,6,12,15,58,48,16,27,24,23,0,138,6,30,0,2,20,1,19,120,58,17,11,144,4,9,30,9,68,146,82,115,6,25,13,68,1,37,31,40,39,106,124,49,26
0,_San Mateo,_060813360,_3360,110,38,16,1,11,2,1,3,8,4,0,7,10,3,0,23,0,8,0,0,2,0,3,15,15,3,1,20,4,2,7,1,17,19,8,23,1,2,4,5,0,13,3,4,6,19,13,16,3
0,_San Mateo,_060813361,_3361,87,39,28,0,0,1,5,1,10,13,0,4,4,2,0,32,0,4,1,0,1,1,0,25,9,1,2,26,2,1,5,2,7,32,12,25,1,9,3,11,0,5,3,6,6,17,30,5,0
0,_San Mateo,_060813370,_3370,536,209,150,11,11,0,7,5,56,56,6,25,11,17,0,153,1,22,1,1,16,0,9,127,34,15,6,143,6,14,17,12,59,131,60,114,7,28,14,75,2,24,25,38,28,84,126,34,16
0,_San Mateo,_060813371,_3371,57,22,12,4,1,3,0,1,3,2,0,8,3,4,0,14,0,4,0,1,3,0,0,11,10,0,3,12,1,0,6,0,10,11,10,11,1,1,0,5,1,5,6,7,7,6,10,7,3
0,_San Mateo,_060813372,_3372,98,57,32,5,3,5,2,4,11,12,1,7,13,2,0,39,0,11,1,2,3,0,1,26,19,0,1,31,2,4,12,2,21,24,20,23,0,4,2,18,1,16,6,7,8,26,24,18,4
0,_San Mateo,_060813375,_3375,52,28,16,0,2,0,1,3,8,2,2,2,1,5,0,20,2,1,0,0,0,0,1,17,4,1,2,18,1,2,0,0,14,13,12,13,1,4,0,7,0,3,3,3,4,10,14,3,3
0,_San Mateo,_060813376,_3376,204,78,49,6,5,2,0,5,20,13,3,13,5,6,2,53,3,6,0,0,5,0,7,48,18,3,8,47,5,6,5,4,25,47,22,45,3,11,6,17,0,13,7,18,12,32,47,16,5
0,_San Mateo,_060813377,_3377,26,12,2,3,1,0,0,2,0,1,2,0,4,0,0,3,3,1,0,0,0,0,2,4,4,0,2,2,0,0,4,0,8,2,4,6,0,0,2,0,0,4,1,0,4,3,4,4,0
0,_San Mateo,_060813380,_3380,81,44,23,1,10,1,5,1,7,8,1,13,6,2,0,19,5,8,0,0,6,0,5,12,20,2,2,21,5,3,9,2,19,23,24,16,2,6,3,6,1,15,3,8,5,23,14,18,5
0,_San Mateo,_060813401,_3401,843,310,206,14,7,7,22,13,102,61,4,37,35,13,2,219,1,27,0,1,37,1,6,182,63,9,10,202,18,14,25,8,96,179,100,171,14,27,25,90,5,42,36,34,57,144,191,58,15
0,_San Mateo,_060813402,_3402,1370,483,325,21,13,21,28,25,148,95,12,56,58,35,1,361,4,32,1,2,51,0,12,300,91,25,24,330,33,12,34,14,131,329,145,295,26,32,46,157,6,70,78,51,100,239,294,91,36
0,_San Mateo,_060813406,_3406,97,29,12,4,3,3,3,1,5,4,3,7,6,1,0,14,0,4,0,0,7,0,3,12,11,2,0,19,2,1,4,0,13,14,7,17,2,2,2,5,1,10,4,2,8,14,12,12,2
0,_San Mateo,_060813407,_3407,204,78,59,4,3,2,2,4,28,21,1,8,8,3,1,61,3,3,0,1,6,0,2,55,15,0,2,59,5,3,6,1,15,60,23,53,3,13,8,28,0,12,6,13,13,43,58,14,3
0,_San Mateo,_060813408,_3408,92,49,26,4,0,4,4,5,18,6,1,6,5,3,0,35,1,4,0,2,0,0,5,29,10,2,5,28,2,4,3,1,19,26,16,26,5,12,3,8,0,9,4,8,13,18,28,11,4
0,_San Mateo,_060813409,_3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Mateo,_060813410,_3410,1072,411,266,18,9,17,39,7,124,86,3,43,53,15,0,299,1,24,0,2,49,1,6,244,83,8,14,257,27,11,37,12,101,273,101,251,7,32,30,124,4,68,53,26,62,212,258,79,10
0,_San Mateo,_060813412,_3412,25,4,0,1,3,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,1,3,0,0,1,0,0,3,0,3,1,4,0,0,1,0,0,0,3,0,1,3,0,0,3,1
0,_San Mateo,_060813420,_3420,490,209,137,13,3,7,10,7,63,36,6,13,32,9,0,156,3,15,0,2,19,0,9,125,40,10,5,146,12,6,23,5,61,122,44,129,7,23,12,63,1,31,26,22,34,96,122,43,13
0,_San Mateo,_060813421,_3421,43,20,11,1,0,0,1,2,8,0,0,1,5,2,0,10,0,3,0,0,3,0,4,9,4,2,1,9,2,0,3,2,4,14,9,10,0,1,3,4,0,5,2,4,3,5,10,5,2
0,_San Mateo,_060813450,_3450,627,182,116,11,10,10,13,7,56,25,8,21,31,9,2,124,2,20,1,3,23,0,4,103,51,7,17,109,13,9,22,4,50,122,43,114,6,25,7,54,3,40,24,23,48,82,108,46,9
0,_San Mateo,_060813451,_3451,1375,406,261,29,9,11,25,18,142,67,10,58,38,20,0,291,5,31,8,9,39,1,8,237,92,5,16,267,27,19,31,11,108,263,111,236,16,29,29,125,8,59,63,44,67,197,226,94,28
0,_San Mateo,_060813452,_3452,1182,318,213,15,8,19,8,17,94,62,15,29,33,26,2,248,3,11,2,2,33,0,8,195,50,17,20,222,11,13,20,12,74,220,85,181,11,33,24,101,7,38,36,45,50,143,190,55,26
0,_San Mateo,_060813455,_3455,1358,466,243,31,21,42,37,20,117,76,7,80,85,15,3,270,1,32,4,4,117,2,13,208,154,11,18,251,40,33,68,9,152,266,128,270,9,41,28,101,7,110,75,36,126,189,212,157,17
0,_San Mateo,_060813457,_3457,1264,444,240,39,10,28,50,13,109,69,5,72,87,13,1,272,2,41,5,7,94,1,1,199,138,7,16,237,32,30,70,7,136,249,144,216,10,33,17,100,6,100,73,39,109,172,209,144,10
0,_San Mateo,_060813459,_3459,1130,407,232,29,14,34,38,22,109,80,11,51,88,16,1,264,7,39,0,4,74,1,5,214,131,9,13,235,31,20,67,7,104,268,97,252,16,36,25,109,8,86,65,41,108,181,216,131,17
0,_San Mateo,_060813460,_3460,1330,557,294,45,22,50,71,15,106,105,8,95,133,17,0,333,2,57,2,7,125,4,6,239,216,11,22,287,52,38,90,15,159,354,167,311,13,43,21,118,12,143,123,37,164,230,268,207,17
0,_San Mateo,_060813463,_3463,29,11,8,1,0,0,0,0,2,5,0,1,0,0,0,10,0,1,0,0,0,0,0,9,1,0,0,10,1,0,0,0,1,9,3,7,1,0,0,5,0,1,1,0,2,6,9,0,0
0,_San Mateo,_060813464,_3464,71,28,18,2,0,0,4,1,10,7,0,3,3,0,0,20,0,4,0,2,1,0,0,18,6,0,0,19,2,0,3,0,14,14,10,14,0,3,2,7,2,5,4,3,7,12,15,9,0
0,_San Mateo,_060813480,_3480,555,206,140,8,4,11,15,9,66,41,3,19,34,12,1,144,0,15,1,1,31,0,9,127,45,8,14,129,11,20,15,5,53,128,63,116,7,15,13,61,5,31,50,19,41,103,123,47,13
0,_San Mateo,_060813501,_3501,819,169,106,7,10,11,10,12,40,52,5,29,11,17,2,123,5,11,1,0,12,1,13,101,33,16,7,115,14,4,15,9,61,101,58,96,16,9,12,62,4,14,26,25,20,102,100,32,23
0,_San Mateo,_060813502,_3502,937,201,133,6,7,10,13,15,50,80,8,22,13,11,0,159,3,15,1,1,11,0,9,136,27,15,14,136,10,3,20,6,52,136,77,104,19,20,13,76,7,12,20,45,20,111,129,30,21
0,_San Mateo,_060813503,_3503,927,177,119,10,10,5,10,11,37,72,5,19,17,14,0,135,3,12,1,3,11,1,9,120,31,13,9,125,6,6,21,4,45,124,57,111,17,16,12,78,10,16,13,40,23,97,113,32,19
0,_San Mateo,_060813504,_3504,725,191,127,7,12,11,13,6,53,66,8,35,6,8,0,153,4,11,0,3,13,1,5,126,42,8,14,137,4,8,20,3,65,112,63,111,17,12,9,86,10,22,14,35,17,112,127,39,12
0,_San Mateo,_060813505,_3505,829,161,117,10,8,4,10,7,34,60,12,18,13,6,0,115,4,20,0,2,8,2,7,106,24,16,5,113,11,1,19,5,38,115,46,100,9,21,11,61,11,11,14,22,19,99,118,19,12
0,_San Mateo,_060813506,_3506,129,35,29,1,2,0,2,0,13,9,1,7,0,0,0,26,0,3,1,0,1,0,1,23,6,1,1,28,2,0,1,0,11,22,11,19,3,3,0,13,2,4,2,1,4,25,24,5,0
0,_San Mateo,_060813507,_3507,1012,206,148,10,7,8,11,12,45,71,10,24,15,21,2,152,3,13,0,6,11,0,16,126,37,25,8,151,4,7,20,9,48,148,67,125,21,15,17,70,13,24,21,48,14,111,124,36,29
0,_San Mateo,_060813508,_3508,919,278,192,9,12,10,18,20,71,95,9,31,25,22,2,205,4,26,1,1,18,5,11,186,47,23,8,193,9,9,38,10,56,211,91,171,25,27,28,94,17,29,22,44,32,168,171,52,29
0,_San Mateo,_060813509,_3509,960,273,168,18,19,17,20,11,70,80,10,40,27,20,4,187,9,24,1,2,21,1,20,154,60,30,13,167,11,11,45,16,92,171,104,152,24,22,17,86,18,41,36,54,39,132,152,60,35
0,_San Mateo,_060813510,_3510,668,210,154,6,6,6,3,14,48,78,6,11,9,26,1,176,1,8,1,1,5,0,15,146,16,20,13,162,4,1,11,11,39,157,70,118,22,19,23,83,3,14,17,37,21,119,143,17,28
0,_San Mateo,_060813512,_3512,1063,280,179,9,28,10,15,21,57,98,14,42,26,21,0,198,8,27,2,0,18,1,20,171,68,20,17,181,19,11,33,13,72,190,88,168,17,18,26,100,16,39,27,54,38,147,167,63,31
0,_San Mateo,_060813513,_3513,846,226,164,4,10,10,13,10,51,73,14,28,16,14,1,168,9,15,1,3,16,1,10,162,35,13,13,161,3,6,27,12,65,151,85,125,20,20,15,92,8,19,19,34,26,136,143,39,20
0,_San Mateo,_060813515,_3515,1082,335,229,16,22,15,18,15,70,108,10,51,26,37,2,233,5,36,0,5,22,2,21,212,73,21,10,224,11,12,48,16,78,240,121,189,31,18,31,118,23,42,31,48,36,205,202,74,37
0,_San Mateo,_060813517,_3517,570,145,90,3,16,4,13,4,36,33,3,27,11,13,0,97,6,13,2,2,8,2,11,84,35,5,8,87,9,7,18,7,46,91,61,70,7,10,16,44,16,13,20,19,19,76,76,34,18
0,_San Mateo,_060813518,_3518,882,279,160,13,34,18,21,15,49,85,6,56,40,11,2,182,11,36,2,1,36,1,6,145,95,12,11,163,23,8,60,5,102,161,116,138,21,12,13,89,38,42,24,47,57,143,153,87,15
0,_San Mateo,_060813519,_3519,639,203,127,10,10,11,17,16,45,73,7,32,21,7,1,149,9,11,0,1,17,0,10,126,44,13,6,131,8,3,37,9,38,151,72,110,14,20,7,69,14,17,31,34,37,106,126,44,12
0,_San Mateo,_060813520,_3520,1665,489,319,21,40,23,35,21,103,169,12,71,57,15,1,372,9,41,0,9,42,1,10,300,108,23,25,327,23,18,58,16,146,312,186,258,42,33,30,179,29,53,43,64,55,301,316,101,28
0,_San Mateo,_060813522,_3522,687,198,119,11,23,9,15,9,44,67,7,37,23,8,1,138,5,19,1,0,22,1,9,123,54,5,8,124,9,8,36,8,58,130,75,106,18,15,15,70,20,22,17,25,33,115,122,54,10
0,_San Mateo,_060813523,_3523,694,205,139,7,11,13,5,17,41,71,12,22,20,17,4,155,6,12,1,1,12,0,12,143,33,14,14,140,10,2,27,9,51,146,67,118,18,16,14,79,6,23,26,31,33,113,129,35,26
0,_San Mateo,_060813524,_3524,679,221,141,5,15,9,30,11,49,75,7,43,16,19,1,152,6,18,0,2,21,2,17,134,51,22,8,139,8,15,33,16,63,146,90,113,14,20,9,82,25,29,22,49,27,109,133,52,27
0,_San Mateo,_060813525,_3525,1325,401,243,28,36,19,26,19,88,133,9,64,37,40,4,280,13,39,1,2,35,3,18,243,99,24,21,247,13,17,64,21,113,265,175,191,26,20,33,145,39,49,46,56,55,231,243,98,32
0,_San Mateo,_060813526,_3526,739,243,167,9,17,10,10,12,45,87,11,40,19,13,2,184,2,21,0,2,15,1,12,156,51,12,14,165,8,8,34,6,68,163,84,143,25,5,16,83,18,25,31,36,35,134,153,52,15
0,_San Mateo,_060813528,_3528,779,234,154,9,15,16,15,11,56,73,14,25,25,12,1,171,3,22,0,4,21,1,10,146,57,10,11,158,12,9,32,5,53,171,81,125,15,17,23,74,12,23,27,39,35,133,146,48,18
0,_San Mateo,_060813529,_3529,895,243,167,8,9,6,7,15,52,90,7,26,18,20,1,184,1,17,0,3,11,0,18,157,35,17,16,176,6,6,18,10,70,156,94,124,26,16,20,103,5,22,23,43,22,131,158,37,21
0,_San Mateo,_060813530,_3530,871,241,167,5,16,11,16,9,49,94,9,30,12,23,5,178,5,16,0,1,18,1,11,161,37,16,17,169,9,7,21,10,57,167,89,121,20,17,15,105,15,12,25,38,24,137,155,41,20
0,_San Mateo,_060813531,_3531,669,165,100,5,11,9,10,14,31,56,7,28,11,12,0,117,7,12,0,4,9,0,14,101,35,8,3,110,5,3,23,16,44,109,57,92,20,18,9,50,9,22,14,28,18,93,88,37,21
0,_San Mateo,_060813532,_3532,176,60,48,0,3,3,2,1,10,33,2,1,7,3,0,52,0,2,1,0,2,0,3,43,6,5,6,43,0,1,3,1,12,44,33,21,13,3,4,22,3,4,2,7,9,38,44,7,5
0,_San Mateo,_060813533,_3533,227,88,66,3,7,2,6,1,27,27,2,16,4,4,3,63,3,13,0,0,4,0,1,57,19,4,2,62,2,5,14,1,28,57,34,47,6,4,7,33,8,12,6,14,9,51,56,16,8
0,_San Mateo,_060813540,_3540,15,3,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,3,2,1,0,0,1,0,0,0,1,0,0,3,3,0,0
0,_San Mateo,_060813541,_3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Mateo,_060813542,_3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Mateo,_060813543,_3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_San Mateo,_060813601,_3601,1388,462,287,17,35,36,19,27,117,110,19,83,42,26,3,328,10,39,0,7,50,3,11,275,105,18,18,309,21,11,65,10,150,289,171,246,36,26,31,130,36,54,60,53,77,265,268,121,30
0,_San Mateo,_060813602,_3602,1087,407,231,21,30,32,34,15,93,103,8,80,55,16,2,276,16,40,0,3,48,1,8,207,127,22,15,246,25,18,65,9,154,226,173,204,35,32,26,114,30,61,54,45,90,203,209,131,25
0,_San Mateo,_060813605,_3605,2014,621,384,16,54,45,31,36,145,166,20,99,59,47,1,436,13,54,2,6,62,0,27,364,145,25,24,394,35,23,82,28,196,384,227,330,65,38,44,195,37,78,65,87,103,312,360,148,48
0,_San Mateo,_060813608,_3608,1441,442,289,14,44,23,17,26,103,142,12,83,35,24,1,305,13,38,5,4,40,2,24,275,108,16,19,285,21,17,64,17,127,295,172,232,36,40,28,132,40,52,46,56,65,243,253,112,36
0,_San Mateo,_060813610,_3610,1509,469,294,25,23,34,31,17,104,124,16,77,52,26,4,322,10,52,2,4,47,0,16,266,114,21,17,308,23,18,66,11,157,273,196,219,38,49,34,124,31,58,57,73,69,232,265,117,28
0,_San Mateo,_060813612,_3612,846,212,129,7,20,9,17,11,39,64,6,47,14,16,1,140,10,17,0,2,24,0,13,119,47,16,7,146,4,5,37,7,78,120,77,111,16,24,9,62,19,29,21,39,31,106,116,49,24
0,_San Mateo,_060813613,_3613,748,264,160,14,12,26,16,6,53,79,4,42,31,12,1,169,7,29,2,2,26,3,13,146,67,10,8,165,9,5,47,11,102,146,98,138,22,16,16,82,17,33,27,32,40,137,142,66,13
