IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20060606_PRI_ALL_ALL_REG,USA_CA_20060606_PRI_ALL_ALL_VOTED,USA_CA_20060606_PRI_PROP81_YES,USA_CA_20060606_PRI_PROP81_NO,USA_CA_20060606_PRI_PROP82_YES,USA_CA_20060606_PRI_PROP82_NO,USA_CA_20060606_PRI_GOV_DEM_ANGELIDES,USA_CA_20060606_PRI_GOV_DEM_WESTLY,USA_CA_20060606_PRI_GOV_DEM_OTHER,USA_CA_20060606_PRI_GOV_REP_SCHWARZENEGGER,USA_CA_20060606_PRI_GOV_REP_OTHER,USA_CA_20060606_PRI_GOV_OTH_OTHER,USA_CA_20060606_PRI_LTG_DEM_GARAMENDI,USA_CA_20060606_PRI_LTG_DEM_SPEIER,USA_CA_20060606_PRI_LTG_DEM_FIGUEROA,USA_CA_20060606_PRI_LTG_REP_MCCLINTOCK,USA_CA_20060606_PRI_LTG_REP_FARMER,USA_CA_20060606_PRI_LTG_OTH_OTHER,USA_CA_20060606_PRI_SOS_DEM_BOWEN,USA_CA_20060606_PRI_SOS_DEM_ORTIZ,USA_CA_20060606_PRI_SOS_REP_MCPHERSON,USA_CA_20060606_PRI_SOS_OTH_OTHER,USA_CA_20060606_PRI_CON_DEM_DUNN,USA_CA_20060606_PRI_CON_DEM_CHIANG,USA_CA_20060606_PRI_CON_REP_HARRIS,USA_CA_20060606_PRI_CON_REP_STRICKLAND,USA_CA_20060606_PRI_CON_REP_MALDONADO,USA_CA_20060606_PRI_CON_REP_DAVIS,USA_CA_20060606_PRI_CON_REP_STRIERINGER,USA_CA_20060606_PRI_CON_OTH_OTHER,USA_CA_20060606_PRI_INS_DEM_BUSTAMANTE,USA_CA_20060606_PRI_INS_DEM_KRAFT,USA_CA_20060606_PRI_INS_REP_POIZNER,USA_CA_20060606_PRI_INS_OTH_OTHER,USA_CA_20060606_PRI_TRS_DEM_LOCKYER,USA_CA_20060606_PRI_TRS_REP_PARRISH,USA_CA_20060606_PRI_TRS_REP_RICHMAN,USA_CA_20060606_PRI_TRS_OTH_OTHER,USA_CA_20060606_PRI_ATG_DEM_DELGADILLO,USA_CA_20060606_PRI_ATG_DEM_BROWN,USA_CA_20060606_PRI_ATG_REP_POOCHIGIAN,USA_CA_20060606_PRI_ATG_OTH_OTHER,USA_CA_20060606_PRI_USS_DEM_FEINSTEIN,USA_CA_20060606_PRI_USS_DEM_CHURCH,USA_CA_20060606_PRI_USS_DEM_FERNALD,USA_CA_20060606_PRI_USS_REP_MOUNTJOY,USA_CA_20060606_PRI_USS_OTH_OTHER
0,_San Francisco,_060753519,_3519,641,271,158,60,165,63,102,69,43,8,4,2,59,128,20,8,1,2,116,68,9,2,106,80,2,2,3,0,1,2,127,68,6,2,188,5,4,2,46,163,7,2,196,11,6,5,2
0,_San Francisco,_060753520,_3520,698,213,143,54,153,46,88,52,8,8,1,29,16,109,20,8,1,25,81,41,8,26,70,52,0,4,1,1,1,24,113,18,8,22,127,3,4,24,33,108,7,23,125,6,16,9,22
0,_San Francisco,_060753521,_3521,670,169,106,42,109,45,83,47,8,2,1,7,32,82,17,2,0,7,66,52,2,7,62,48,0,0,0,1,2,7,99,26,2,8,115,1,1,8,26,106,2,7,113,3,14,3,7
0,_San Francisco,_060753522,_3522,788,248,147,63,156,59,111,68,29,6,3,2,57,122,20,7,2,1,119,64,7,1,103,86,2,2,0,2,2,1,135,64,9,0,175,9,0,1,60,138,8,1,191,8,7,8,1
0,_San Francisco,_060753523,_3523,727,232,163,45,134,83,95,80,8,8,4,6,37,114,20,10,1,6,99,57,8,6,78,80,1,4,3,1,1,6,120,42,5,6,149,1,10,6,43,132,7,6,157,11,12,5,6
0,_San Francisco,_060753524,_3524,789,240,173,51,151,75,98,73,5,10,2,5,36,121,16,10,1,4,95,46,8,5,75,70,1,4,4,0,1,5,133,33,5,4,139,4,5,4,43,133,7,4,152,8,13,5,5
0,_San Francisco,_060753525,_3525,760,253,174,63,181,60,127,56,3,7,7,26,48,115,12,8,5,24,106,47,5,23,79,67,2,3,3,0,0,23,134,24,7,22,153,2,7,23,35,144,6,22,158,1,15,4,22
0,_San Francisco,_060753526,_3526,731,201,147,34,127,55,88,50,12,6,1,12,39,99,6,6,1,11,83,36,5,12,67,55,0,3,3,0,0,12,111,20,5,10,125,3,3,11,34,118,6,11,129,2,11,6,10
0,_San Francisco,_060753527,_3527,684,206,144,36,145,45,99,36,9,2,1,18,22,108,9,2,0,19,77,47,2,19,65,53,0,1,0,0,1,20,110,16,1,18,116,2,0,19,22,119,1,18,112,4,18,3,18
0,_San Francisco,_060753528,_3528,597,261,156,53,157,55,101,45,21,13,6,13,27,106,17,14,3,13,90,41,14,13,77,64,0,5,4,1,3,13,94,40,15,10,128,8,8,12,36,114,14,10,143,2,8,17,10
0,_San Francisco,_060753529,_3529,851,280,192,55,189,62,137,77,13,2,5,17,44,159,14,5,2,12,112,55,4,14,87,74,0,2,1,0,2,14,164,31,4,12,174,3,2,13,40,168,4,10,168,2,33,4,14
0,_San Francisco,_060753531,_3531,740,219,164,36,150,52,111,44,4,7,3,19,30,101,18,7,2,18,92,44,7,18,83,56,0,3,0,1,3,18,123,25,7,16,126,2,4,15,32,120,7,17,126,5,15,8,19
0,_San Francisco,_060753532,_3532,748,221,137,54,140,62,87,69,20,5,4,9,35,121,14,5,4,9,90,56,7,6,84,74,2,2,2,1,1,8,132,30,5,5,158,4,3,6,45,127,6,4,139,11,19,6,9
0,_San Francisco,_060753533,_3533,764,263,166,73,162,73,110,73,8,9,1,18,40,116,16,10,0,18,97,56,10,17,81,68,0,2,2,1,2,18,136,34,7,18,154,4,4,16,32,150,7,15,168,4,10,9,18
0,_San Francisco,_060753534,_3534,890,272,200,52,178,77,142,48,10,8,2,23,27,142,18,10,0,21,85,63,10,22,86,67,0,3,6,0,1,20,145,23,9,19,157,6,4,20,50,141,9,21,154,5,23,7,16
0,_San Francisco,_060753535,_3535,685,199,138,41,127,53,90,52,3,6,1,17,24,99,8,5,0,15,63,35,6,16,53,38,0,0,5,0,0,14,98,17,4,14,106,1,3,15,17,109,4,15,110,5,13,2,15
0,_San Francisco,_060753536,_3536,700,238,175,48,150,79,119,64,5,11,1,11,35,136,12,11,2,9,106,45,12,9,81,72,0,6,4,0,1,10,147,19,11,7,156,4,8,10,39,140,10,7,152,3,12,12,9
0,_San Francisco,_060753537,_3537,797,291,200,66,184,84,131,81,6,9,1,22,41,155,14,9,1,20,139,37,9,19,99,78,0,3,0,0,3,21,166,28,6,19,185,4,3,19,42,165,6,19,184,3,20,8,19
0,_San Francisco,_060753538,_3538,699,226,154,53,141,69,91,63,6,7,2,16,27,120,10,8,0,14,91,43,8,14,69,61,1,3,3,0,0,13,115,25,7,13,128,2,5,13,26,127,7,14,127,7,9,7,14
0,_San Francisco,_060753539,_3539,840,299,201,68,188,79,143,74,9,10,1,21,48,155,18,8,2,21,133,51,9,20,97,79,1,2,4,1,2,21,180,23,9,13,184,6,4,18,37,179,9,18,195,3,17,9,13
0,_San Francisco,_060753541,_3541,699,211,153,34,150,42,103,47,13,3,1,15,29,109,15,4,1,14,92,38,4,15,66,62,0,3,1,1,0,15,111,25,3,12,120,0,4,15,34,112,4,11,129,2,15,3,14
0,_San Francisco,_060753542,_3542,566,168,117,43,108,52,70,36,8,4,1,15,19,82,8,4,1,12,65,30,3,14,47,47,0,3,1,0,1,14,77,20,4,13,88,3,2,13,17,85,4,13,89,3,5,3,13
0,_San Francisco,_060753543,_3543,807,200,137,48,130,52,85,49,7,2,3,16,26,100,13,2,4,14,78,37,3,14,61,57,1,0,4,0,1,14,97,29,5,14,117,3,3,15,35,102,4,12,117,8,10,4,15
0,_San Francisco,_060753544,_3544,728,219,164,41,158,48,113,55,11,5,2,11,41,105,15,7,2,11,97,40,9,11,72,64,0,2,2,1,4,10,120,29,8,9,137,5,4,9,33,133,7,6,135,3,24,7,8
0,_San Francisco,_060753545,_3545,785,244,173,49,154,69,112,62,12,4,3,14,39,128,18,3,3,16,111,51,4,15,81,75,2,2,1,1,1,15,138,38,4,15,161,3,3,15,42,142,4,15,159,8,12,5,14
0,_San Francisco,_060753546,_3546,621,159,111,34,101,46,77,39,2,6,0,11,17,87,7,5,1,9,64,36,5,9,49,53,0,1,4,0,1,9,89,17,5,9,94,5,1,9,18,95,6,9,98,2,10,6,9
0,_San Francisco,_060753547,_3547,629,129,90,25,79,37,67,31,4,4,1,7,12,76,6,5,0,6,55,27,4,6,45,30,0,2,2,0,0,6,77,15,2,5,82,0,4,5,14,78,4,5,78,2,10,3,4
0,_San Francisco,_060753548,_3548,936,280,193,62,163,93,128,63,8,11,4,19,22,151,21,10,2,20,109,50,10,20,80,77,0,6,2,1,2,18,138,33,8,19,162,6,3,19,29,158,6,18,174,5,11,8,18
0,_San Francisco,_060753549,_3549,837,291,203,70,163,113,140,73,7,12,0,8,46,156,13,8,0,6,133,43,9,6,83,88,2,2,3,0,0,6,161,31,6,5,178,2,4,6,44,161,7,5,178,3,19,9,8
0,_San Francisco,_060753551,_3551,723,272,183,59,166,88,126,65,8,12,0,17,41,124,14,11,0,13,107,36,12,13,72,65,2,4,2,3,0,13,134,35,11,14,160,4,7,14,39,148,10,13,167,3,13,11,15
0,_San Francisco,_060753552,_3552,707,270,185,53,149,100,131,58,6,16,5,13,32,145,13,18,3,11,108,44,17,12,74,81,2,4,5,3,2,12,144,34,13,10,160,7,7,11,34,157,13,10,174,2,19,16,8
0,_San Francisco,_060753553,_3553,847,335,215,82,168,137,139,103,8,25,4,11,43,182,7,23,5,10,128,62,23,9,79,104,0,6,8,1,4,9,169,39,24,10,192,7,14,10,35,192,23,10,233,1,3,21,9
0,_San Francisco,_060753554,_3554,713,273,179,70,141,112,105,96,7,22,1,13,38,146,12,22,0,12,102,48,20,12,79,71,0,10,6,0,2,13,132,34,15,13,158,12,7,12,24,169,16,11,183,2,10,15,9
0,_San Francisco,_060753555,_3555,195,93,63,25,39,49,25,38,0,10,0,1,8,59,0,9,1,2,40,13,8,1,22,33,0,7,0,1,0,2,47,10,7,0,56,4,5,1,16,48,7,1,59,2,1,6,0
0,_San Francisco,_060753601,_3601,705,155,88,46,92,46,49,41,10,12,1,8,27,60,8,8,6,6,47,40,12,8,51,37,1,6,2,2,0,7,72,20,11,6,86,8,4,8,35,62,9,5,78,5,13,11,7
0,_San Francisco,_060753602,_3602,721,254,154,77,155,75,95,77,11,9,3,11,29,139,20,8,3,10,94,66,12,10,80,86,0,4,4,2,1,11,123,47,13,10,150,7,5,10,47,137,12,7,149,9,22,9,9
0,_San Francisco,_060753603,_3603,785,219,134,60,143,58,95,52,10,16,1,9,38,104,16,14,3,9,82,54,15,9,81,62,1,7,3,4,0,9,109,36,15,7,123,3,10,7,36,113,12,5,120,6,15,13,8
0,_San Francisco,_060753604,_3604,745,210,128,52,120,62,68,66,10,14,3,19,29,94,14,14,2,18,72,52,13,15,62,66,0,7,3,1,4,17,99,35,12,16,124,7,7,17,41,96,11,11,110,6,16,16,19
0,_San Francisco,_060753605,_3605,659,222,118,62,134,45,57,52,25,13,6,5,38,67,22,14,5,4,62,51,15,4,59,64,1,5,8,2,2,5,76,37,15,5,95,7,13,6,24,94,16,4,114,4,13,14,4
0,_San Francisco,_060753606,_3606,658,197,110,47,109,51,61,48,11,20,2,9,31,70,16,18,1,8,53,43,20,7,56,51,0,11,5,2,4,7,79,29,15,6,101,12,7,6,26,89,17,5,100,6,8,21,7
0,_San Francisco,_060753608,_3608,897,380,200,123,211,124,104,149,11,40,11,6,62,179,26,41,5,5,130,93,41,6,98,149,1,17,12,4,7,7,179,52,38,7,216,21,19,7,53,208,38,6,235,12,14,40,6
0,_San Francisco,_060753609,_3609,456,207,125,58,105,78,77,71,4,16,4,4,26,116,12,19,1,4,73,53,13,5,58,72,1,8,4,1,2,4,108,32,10,4,123,10,5,4,29,119,11,2,132,3,9,11,3
0,_San Francisco,_060753610,_3610,477,120,79,23,75,26,39,22,11,16,1,9,21,43,6,13,1,9,35,27,13,8,33,30,0,5,4,5,0,8,45,19,12,9,54,5,8,8,25,43,11,8,55,6,5,12,8
0,_San Francisco,_060753611,_3611,726,199,125,46,121,55,71,63,9,12,3,16,35,78,25,12,1,18,62,59,11,16,55,72,0,2,4,1,5,17,102,27,11,15,120,7,5,17,38,103,11,13,119,4,16,9,18
0,_San Francisco,_060753612,_3612,700,235,154,52,136,73,74,54,13,15,7,15,27,88,20,19,4,16,74,40,18,15,61,58,0,9,7,2,4,16,100,25,18,15,122,12,10,15,33,105,18,10,116,6,10,19,13
0,_San Francisco,_060753613,_3613,422,127,60,48,80,30,35,43,7,7,2,6,27,40,14,6,1,6,53,21,6,6,34,45,1,3,1,0,2,6,43,32,7,6,72,5,2,6,15,63,7,3,71,4,7,7,6
0,_San Francisco,_060753614,_3614,820,278,173,65,196,45,84,90,23,15,3,9,51,108,33,15,3,7,89,81,15,10,88,87,2,6,4,0,4,11,134,41,16,10,165,7,10,8,46,134,14,6,153,11,14,15,12
0,_San Francisco,_060753615,_3615,823,305,218,54,175,97,152,80,10,8,1,16,49,173,19,8,0,14,120,80,7,12,105,105,1,5,0,0,4,13,173,52,9,12,199,3,7,11,54,184,9,11,200,8,26,8,12
0,_San Francisco,_060753616,_3616,462,148,97,38,82,54,59,40,8,8,0,4,21,75,7,7,1,4,62,29,9,5,43,44,0,5,3,0,0,4,73,27,8,6,85,3,4,5,35,75,7,5,90,7,9,7,3
0,_San Francisco,_060753617,_3617,633,186,118,41,110,51,72,50,7,7,2,6,25,79,25,8,1,7,60,60,8,7,63,63,1,2,0,1,2,6,91,34,9,7,117,3,4,7,36,89,9,5,109,6,11,8,6
0,_San Francisco,_060753618,_3618,637,194,124,42,113,57,65,43,21,16,2,12,34,71,21,13,5,12,58,57,15,12,59,55,1,3,8,2,4,12,92,20,15,12,103,6,9,12,40,84,15,10,105,8,11,15,13
0,_San Francisco,_060753619,_3619,609,185,117,48,116,49,40,49,15,17,4,5,18,53,28,16,3,6,49,37,17,7,43,58,2,3,7,2,5,6,61,35,18,5,89,7,11,7,35,65,16,3,83,5,13,18,5
0,_San Francisco,_060753620,_3620,943,215,144,56,131,71,74,61,11,11,2,10,28,98,20,9,5,10,79,52,13,11,80,58,3,1,6,2,2,10,113,29,13,10,132,9,5,11,31,113,13,8,125,9,9,12,9
0,_San Francisco,_060753621,_3621,866,251,162,50,152,63,64,62,17,18,5,13,36,79,22,20,2,16,67,59,20,17,63,70,3,9,6,3,1,17,103,27,17,14,119,10,9,16,34,105,19,9,125,7,9,19,14
0,_San Francisco,_060753622,_3622,576,215,151,48,151,50,94,51,8,9,2,15,25,110,14,9,4,13,97,32,9,15,66,62,0,3,5,0,3,14,126,14,8,15,124,5,5,15,33,115,10,8,125,2,14,7,14
0,_San Francisco,_060753623,_3623,518,165,103,46,93,57,75,42,4,11,3,9,21,89,11,11,1,9,62,44,11,9,61,44,2,2,2,1,3,9,84,23,9,8,104,3,7,8,37,83,10,8,106,1,10,9,8
0,_San Francisco,_060753624,_3624,718,166,101,45,100,46,69,37,9,7,2,13,23,70,15,8,1,14,56,39,9,11,53,49,0,1,5,0,5,12,85,23,7,13,94,4,6,13,30,81,7,11,90,8,12,7,11
0,_San Francisco,_060753625,_3625,713,183,121,39,118,43,72,40,13,16,2,6,35,72,14,16,2,6,71,39,14,6,64,49,1,5,9,0,1,7,89,27,13,6,104,5,10,5,40,76,14,4,96,4,11,16,6
0,_San Francisco,_060753626,_3626,363,108,66,25,65,26,39,27,15,8,0,2,17,46,19,8,0,2,37,35,8,3,37,37,0,4,2,1,1,2,56,21,6,2,76,1,5,1,21,65,5,1,74,4,5,7,2
0,_San Francisco,_060753627,_3627,685,377,209,75,206,93,70,124,34,27,8,2,53,105,49,29,3,3,94,85,29,4,92,109,3,10,7,2,7,3,129,60,27,5,170,17,12,3,58,137,28,2,186,9,5,29,3
0,_San Francisco,_060753628,_3628,834,211,115,84,104,97,68,67,8,23,2,11,30,81,20,19,2,11,65,48,15,11,48,73,2,6,7,0,1,11,84,33,11,11,117,6,9,10,37,98,13,10,126,2,8,12,11
0,_San Francisco,_060753629,_3629,748,160,91,54,82,64,52,42,6,31,3,3,27,66,3,22,2,3,52,25,26,3,47,39,5,6,7,1,2,3,62,22,22,3,75,7,14,3,20,77,20,3,85,2,5,19,3
0,_San Francisco,_060753630,_3630,460,151,96,38,99,34,54,45,13,5,2,8,32,58,16,5,2,8,38,54,7,8,42,49,1,1,1,2,2,9,69,34,5,8,93,5,1,8,41,66,4,4,101,7,5,4,9
0,_San Francisco,_060753631,_3631,1099,153,95,43,90,48,57,33,13,11,0,7,16,72,13,11,0,7,56,34,11,7,49,42,1,3,3,1,1,6,73,20,6,6,86,5,3,6,29,72,7,5,95,4,3,8,7
0,_San Francisco,_060753632,_3632,781,282,175,78,188,67,97,99,18,11,3,15,37,142,31,8,4,13,128,62,8,13,106,76,2,3,4,0,1,13,139,47,10,14,155,1,10,12,55,135,5,11,172,3,17,7,12
0,_San Francisco,_060753633,_3633,501,156,102,35,104,34,59,40,8,7,3,11,14,61,25,11,0,11,43,50,9,11,45,46,0,1,6,1,1,11,77,20,4,9,81,6,3,11,28,73,8,9,85,4,6,8,12
0,_San Francisco,_060753634,_3634,783,179,119,44,114,55,78,48,10,10,0,17,27,73,26,7,1,16,54,55,6,16,57,49,0,1,5,0,0,16,107,18,6,17,112,3,4,15,38,94,5,15,110,4,7,5,14
0,_San Francisco,_060753635,_3635,631,145,91,42,74,58,64,32,5,11,2,15,17,75,9,12,0,13,54,33,9,15,44,41,1,3,4,2,0,15,78,19,9,14,87,5,2,14,24,74,10,12,83,4,14,11,13
0,_San Francisco,_060753636,_3636,875,208,143,42,127,55,45,57,25,13,4,10,31,63,29,14,3,8,63,51,15,9,58,62,0,3,9,1,3,10,97,24,15,9,109,11,5,10,37,77,17,10,106,5,12,17,8
0,_San Francisco,_060753637,_3637,723,279,170,84,184,69,61,97,25,20,9,6,39,104,25,24,4,6,90,53,26,6,60,102,2,6,12,2,4,5,109,40,25,6,143,11,16,6,44,120,26,4,145,8,16,23,7
0,_San Francisco,_060753638,_3638,940,403,247,89,218,122,102,139,7,48,4,10,54,141,35,44,1,10,127,80,42,11,92,135,3,11,19,2,9,12,154,58,38,10,199,16,22,12,46,179,39,8,216,8,9,36,10
0,_San Francisco,_060753639,_3639,928,215,125,65,100,98,74,60,10,19,3,16,33,82,19,17,2,18,67,48,13,16,71,50,0,8,6,1,2,18,94,28,14,17,113,7,8,18,28,104,13,16,124,5,5,14,15
0,_San Francisco,_060753640,_3640,718,198,114,68,95,87,64,49,8,33,0,3,29,84,6,25,2,2,61,33,24,2,56,43,1,11,7,2,2,3,84,27,25,2,105,8,15,2,28,92,25,2,116,2,8,24,3
0,_San Francisco,_060753641,_3641,907,266,169,72,143,104,85,86,10,27,4,8,32,125,12,24,3,10,87,53,22,10,79,62,1,11,7,2,5,11,126,45,22,8,154,9,15,9,40,136,21,5,162,2,17,23,10
0,_San Francisco,_060753642,_3642,865,247,136,82,133,88,76,75,2,44,3,7,35,88,22,40,5,7,69,58,37,7,66,64,2,10,9,9,4,6,103,35,34,6,122,11,26,6,29,116,35,5,134,1,8,36,6
0,_San Francisco,_060753643,_3643,467,162,101,39,87,56,57,44,9,8,1,5,18,65,21,9,0,4,53,36,6,3,44,47,0,1,1,1,4,3,70,23,5,2,85,3,4,3,27,73,6,3,99,2,5,6,3
0,_San Francisco,_060753644,_3644,792,231,148,57,152,55,90,49,17,9,3,17,19,108,25,8,2,17,94,50,12,17,82,56,0,5,0,2,3,18,121,19,9,17,122,2,6,18,44,103,10,16,116,6,19,10,18
0,_San Francisco,_060753645,_3645,802,278,190,54,184,58,102,60,18,18,7,21,31,103,39,20,3,17,96,55,19,19,87,70,1,5,5,2,7,18,138,30,20,18,143,13,9,17,59,111,20,17,146,11,15,20,19
0,_San Francisco,_060753646,_3646,830,220,147,51,144,53,93,64,12,6,2,11,27,93,40,6,1,12,60,78,5,12,66,71,0,2,2,0,2,11,130,24,6,9,132,4,1,10,46,110,5,11,144,6,8,4,9
0,_San Francisco,_060753647,_3647,973,330,210,74,202,91,146,77,17,13,4,22,43,156,29,15,3,20,135,63,16,20,114,89,1,7,6,1,2,20,187,39,16,19,198,5,10,19,44,190,13,16,190,6,17,14,21
0,_San Francisco,_060753648,_3648,807,233,137,71,105,107,68,73,7,32,3,5,28,111,8,29,6,5,88,32,31,6,62,71,3,8,10,0,5,6,100,25,27,5,122,4,22,5,16,123,27,4,136,1,8,27,4
0,_San Francisco,_060753649,_3649,374,81,50,22,46,26,36,16,8,2,2,3,16,33,12,2,2,4,31,21,4,4,29,26,0,0,2,0,1,4,45,11,2,4,47,0,2,4,17,37,2,4,55,1,2,1,4
0,_San Francisco,_060753650,_3650,526,227,149,60,120,90,89,66,4,28,6,7,41,108,9,34,1,7,87,46,34,6,65,75,0,11,12,2,5,7,124,25,28,5,139,14,16,5,29,124,25,4,146,0,8,29,5
0,_San Francisco,_060753651,_3651,697,275,150,73,152,74,86,61,39,21,4,11,50,103,27,22,3,11,98,64,22,14,94,71,3,8,5,3,6,10,112,51,23,12,160,12,12,12,41,130,22,7,155,6,18,23,10
0,_San Francisco,_060753652,_3652,440,160,87,60,67,81,55,46,3,22,2,4,31,72,3,21,2,4,53,39,21,4,40,52,3,8,9,0,2,3,71,28,20,4,91,11,11,4,17,86,21,2,95,2,6,21,4
0,_San Francisco,_060753701,_3701,114,55,30,18,25,24,21,15,4,5,1,1,8,34,1,2,2,0,26,10,4,0,21,17,1,2,1,1,0,0,25,10,5,0,34,3,2,0,7,32,3,0,34,0,6,5,0
0,_San Francisco,_060753702,_3702,74,40,21,16,27,12,15,9,2,4,0,1,3,19,1,4,0,1,11,6,4,1,8,12,0,1,1,0,1,1,17,3,2,0,17,1,2,0,5,18,2,0,20,0,4,3,0
0,_San Francisco,_060753703,_3703,583,251,132,86,127,98,103,65,12,26,0,4,54,103,22,25,2,4,74,78,23,4,76,79,0,14,7,1,1,4,120,43,21,4,139,16,5,4,39,133,22,4,148,3,19,23,3
0,_San Francisco,_060753801,_3801,703,301,190,75,146,124,111,97,7,26,4,9,45,159,6,28,2,11,118,49,25,12,71,97,1,11,10,2,2,12,162,29,20,7,170,15,11,9,42,164,20,10,197,5,8,17,9
0,_San Francisco,_060753802,_3802,601,223,147,63,120,90,92,69,7,5,4,14,22,138,6,5,2,13,106,32,6,12,65,62,0,3,2,0,1,13,113,36,4,13,139,2,2,12,28,130,6,12,156,2,5,5,12
0,_San Francisco,_060753803,_3803,789,285,193,58,189,69,133,66,11,6,2,14,37,150,18,5,2,16,127,47,7,18,92,75,0,4,1,0,2,18,146,31,8,19,166,3,4,19,47,150,8,15,165,14,19,8,19
0,_San Francisco,_060753804,_3804,827,289,192,74,171,93,140,69,7,9,1,21,33,171,11,8,1,19,133,52,8,22,101,85,0,5,1,0,3,20,168,33,4,19,182,3,4,21,45,170,7,20,187,7,15,6,17
0,_San Francisco,_060753805,_3805,805,363,244,85,200,133,151,119,10,13,2,19,51,212,18,14,0,17,183,63,10,18,137,97,1,8,1,0,3,17,212,48,7,17,238,7,2,19,58,220,7,19,244,3,19,7,14
0,_San Francisco,_060753806,_3806,667,274,194,40,184,63,134,71,11,10,1,10,30,157,18,10,1,11,131,40,9,10,95,69,0,5,2,0,3,10,154,27,9,9,163,4,5,8,37,162,9,8,183,4,7,9,9
0,_San Francisco,_060753807,_3807,888,333,218,78,210,94,153,97,10,9,3,18,36,187,30,8,2,17,168,47,5,17,110,97,1,4,3,0,1,16,184,45,5,17,198,3,5,17,54,189,6,15,214,3,17,6,16
0,_San Francisco,_060753808,_3808,877,395,265,95,194,164,157,142,9,30,1,5,73,213,18,26,3,4,183,68,29,4,112,136,1,17,2,0,4,5,207,64,21,4,255,10,14,4,55,240,25,5,258,7,23,23,3
0,_San Francisco,_060753809,_3809,745,330,217,91,185,123,137,108,8,17,5,16,32,205,15,21,2,16,149,53,16,15,105,98,0,4,9,1,2,15,192,36,12,13,231,4,11,14,43,206,15,13,226,1,11,12,13
0,_San Francisco,_060753811,_3811,645,289,195,70,169,97,151,74,7,8,1,23,37,175,15,8,1,22,153,44,5,23,92,103,0,5,0,0,1,21,186,28,3,20,192,4,2,23,45,180,4,19,197,6,14,5,20
0,_San Francisco,_060753812,_3812,707,265,192,44,172,71,141,71,7,6,3,12,34,172,10,9,0,10,158,34,8,9,103,69,0,2,4,1,1,11,168,25,9,9,170,5,3,9,27,180,9,7,180,2,16,9,12
0,_San Francisco,_060753813,_3813,912,354,271,54,227,101,184,104,6,4,2,21,36,237,13,5,2,21,208,56,7,22,131,115,1,3,1,1,0,22,227,42,5,21,234,2,3,22,53,227,6,22,253,2,25,6,20
0,_San Francisco,_060753814,_3814,745,316,205,79,188,99,154,87,13,6,3,19,33,200,16,8,2,19,160,57,8,19,100,104,0,3,5,0,1,17,185,44,7,19,191,4,4,20,52,186,7,16,217,2,14,5,17
0,_San Francisco,_060753815,_3815,821,296,197,64,178,80,131,89,10,11,2,16,24,168,31,11,2,15,135,52,13,15,84,103,2,1,6,1,3,13,164,43,11,13,184,8,3,14,38,180,10,10,190,8,15,11,12
0,_San Francisco,_060753816,_3816,711,322,196,91,166,129,137,121,6,17,4,7,44,209,11,16,4,6,157,64,15,6,105,112,1,9,5,0,2,6,186,44,12,6,210,9,6,6,59,199,11,4,224,7,12,11,7
0,_San Francisco,_060753817,_3817,832,396,251,115,197,172,158,154,8,19,6,11,52,241,15,22,4,10,202,64,22,10,133,115,1,6,7,3,5,10,227,52,18,9,264,10,9,10,72,230,18,9,269,6,23,15,11
0,_San Francisco,_060753818,_3818,548,251,169,62,144,87,115,98,4,7,1,4,19,185,9,7,0,5,158,33,7,5,104,93,0,2,4,0,1,5,158,30,6,3,174,2,5,5,48,160,6,3,188,3,15,6,4
0,_San Francisco,_060753819,_3819,873,396,255,100,209,153,156,152,9,22,4,20,35,266,12,22,1,20,190,56,23,20,157,91,1,11,3,1,4,20,210,60,15,17,257,9,9,17,47,246,15,16,263,3,28,14,15
0,_San Francisco,_060753821,_3821,948,427,292,93,255,126,198,127,9,14,2,17,56,261,17,14,3,17,230,67,13,17,161,124,1,6,3,2,2,18,253,44,12,14,275,7,7,17,65,249,12,16,295,8,21,11,15
0,_San Francisco,_060753822,_3822,890,346,228,92,218,101,174,95,6,10,2,13,33,220,14,9,2,15,194,42,11,14,118,91,1,6,1,1,2,14,213,40,11,10,228,3,7,13,49,212,11,12,243,4,22,10,10
0,_San Francisco,_060753823,_3823,789,337,225,74,187,114,150,121,8,4,4,17,44,217,20,6,3,14,189,55,6,14,111,105,0,6,1,0,2,11,192,48,4,12,223,4,2,13,52,213,4,11,226,6,27,6,14
0,_San Francisco,_060753824,_3824,891,319,205,63,193,75,155,80,12,9,8,18,41,176,17,8,3,13,152,48,11,13,119,83,1,3,3,0,3,13,173,35,7,12,192,3,5,14,49,180,6,12,203,4,12,6,16
0,_San Francisco,_060753825,_3825,731,250,191,44,182,55,143,51,6,12,0,13,31,139,18,11,0,11,126,37,11,10,97,60,1,4,4,0,1,11,153,15,8,12,158,2,7,12,35,148,9,10,164,2,12,9,11
0,_San Francisco,_060753826,_3826,945,386,239,121,196,162,161,125,7,39,4,7,44,240,13,37,5,8,193,62,34,9,142,116,2,20,15,2,4,9,202,50,30,8,233,10,27,9,65,216,31,7,260,2,22,30,9
0,_San Francisco,_060753827,_3827,874,420,276,101,219,168,177,147,6,19,3,11,48,275,8,20,2,9,213,69,16,10,156,126,0,7,5,0,3,10,253,47,13,9,278,9,7,9,56,265,12,10,293,3,19,14,8
